Datum;DeltaAnzahlVortag;DeltaGeheiltVortag;DeltaTotVortag;DeltaAktivVortag;DeltaTestGesamtVortag
11.11.2021 00:00:00;10562;5270;61;5231;725954
12.11.2021 00:00:00;12628;5667;58;6903;445216
13.11.2021 00:00:00;11421;6502;60;4859;381534
14.11.2021 00:00:00;11179;6187;49;4943;323413
15.11.2021 00:00:00;10983;7066;48;3869;399798
16.11.2021 00:00:00;16443;7573;51;8819;464540
17.11.2021 00:00:00;15000;7995;63;6942;593434
18.11.2021 00:00:00;14862;8441;54;6367;553894
19.11.2021 00:00:00;14040;8850;61;5129;552269
20.11.2021 00:00:00;14071;9803;49;4219;430547
21.11.2021 00:00:00;11627;9471;70;2086;524203
22.11.2021 00:00:00;11953;10409;67;1477;354947
23.11.2021 00:00:00;14492;12439;65;1988;428955
24.11.2021 00:00:00;14426;12126;63;2237;368068
25.11.2021 00:00:00;12093;13199;74;-1180;619654
26.11.2021 00:00:00;12017;13391;79;-1453;606176
27.11.2021 00:00:00;9594;13338;60;-3804;346928
28.11.2021 00:00:00;7968;11936;72;-4040;268213
29.11.2021 00:00:00;8096;12926;80;-4910;285534
30.11.2021 00:00:00;10935;13975;47;-3087;469103
01.12.2021 00:00:00;8752;13257;76;-4581;491554
13.03.2022 00:00:00;34229;32103;27;2099;366672
14.03.2022 00:00:00;40003;31263;27;8713;345283
15.03.2022 00:00:00;63507;36185;36;27286;544679
16.03.2022 00:00:00;51536;35181;26;16329;1057150
17.03.2022 00:00:00;50500;38127;40;12333;768595
18.03.2022 00:00:00;41958;46593;41;-4676;472259
19.03.2022 00:00:00;37331;44303;34;-7006;714927
20.03.2022 00:00:00;31067;44668;35;-13636;352029
21.03.2022 00:00:00;36817;40961;38;-4182;332573
22.03.2022 00:00:00;54381;43176;36;11169;450123
23.03.2022 00:00:00;40831;41941;52;-1162;478319
24.03.2022 00:00:00;36916;41291;45;-4420;663883
25.03.2022 00:00:00;32889;53455;48;-20614;346725
26.03.2022 00:00:00;25364;43610;39;-18285;602107
27.03.2022 00:00:00;20814;44370;32;-23588;186079
28.03.2022 00:00:00;25923;40893;33;-15003;222096
29.03.2022 00:00:00;33831;41562;38;-7769;526435
30.03.2022 00:00:00;25908;36591;50;-10733;805811
31.03.2022 00:00:00;22022;38660;45;-16683;369907
01.04.2022 00:00:00;18727;45769;52;-27094;552375
02.04.2022 00:00:00;13856;36621;27;-22792;460338
03.04.2022 00:00:00;11404;34423;40;-23059;213630
04.04.2022 00:00:00;15126;31242;27;-16143;188046
05.04.2022 00:00:00;20772;29233;36;-8497;374323
06.04.2022 00:00:00;16201;24072;37;-7908;359410
07.04.2022 00:00:00;13743;24176;30;-10463;721020
08.04.2022 00:00:00;12888;29367;29;-16508;192519
09.04.2022 00:00:00;10525;21627;30;-11132;516345
10.04.2022 00:00:00;7268;20283;27;-13042;170462
11.04.2022 00:00:00;9405;16450;28;-7073;100077
12.04.2022 00:00:00;12364;16559;32;-4227;201528
13.04.2022 00:00:00;10226;14931;23;-4728;185952
14.04.2022 00:00:00;9747;14818;16;-5087;262385
15.04.2022 00:00:00;8638;17171;23;-8556;129645
16.04.2022 00:00:00;7334;14364;22;-7052;226603
17.04.2022 00:00:00;5555;12961;18;-7424;106217
18.04.2022 00:00:00;5700;12206;17;-6523;79772
19.04.2022 00:00:00;8388;11486;19;-3117;101910
20.04.2022 00:00:00;10834;9509;15;1310;247953
21.04.2022 00:00:00;7952;8918;26;-992;344293
22.04.2022 00:00:00;6434;11480;21;-5067;259002
23.04.2022 00:00:00;5432;9382;17;-3967;113218
24.04.2022 00:00:00;4288;8784;14;-4510;101424
25.04.2022 00:00:00;6115;8245;13;-2143;84727
26.04.2022 00:00:00;8140;7818;15;307;269082
27.04.2022 00:00:00;6443;6879;17;-453;236855
28.04.2022 00:00:00;6047;6578;15;-546;179845
29.04.2022 00:00:00;5225;7224;9;-2008;246143
30.04.2022 00:00:00;4445;8768;8;-4331;160057
01.05.2022 00:00:00;3908;7222;14;-3328;83714
02.05.2022 00:00:00;5541;6113;13;-585;71620
03.05.2022 00:00:00;7072;6099;15;958;164112
04.05.2022 00:00:00;5920;5710;10;200;200791
05.05.2022 00:00:00;6028;5781;5;242;160209
06.05.2022 00:00:00;5074;6945;11;-1882;286409
07.05.2022 00:00:00;3429;6092;7;-2670;100098
08.05.2022 00:00:00;3882;5926;19;-2063;77696
09.05.2022 00:00:00;4680;5021;6;-347;68304
10.05.2022 00:00:00;5893;5147;7;739;172786
11.05.2022 00:00:00;5001;5059;6;-64;228920
12.05.2022 00:00:00;4724;5215;13;-504;148398
13.05.2022 00:00:00;3681;6434;3;-2756;109198
14.05.2022 00:00:00;3293;5613;3;-2323;89897
15.05.2022 00:00:00;2477;5525;4;-3052;70310
16.05.2022 00:00:00;3247;4923;9;-1685;435133
17.05.2022 00:00:00;4375;4232;4;139;155889
18.05.2022 00:00:00;3363;4557;4;-1198;225336
19.05.2022 00:00:00;3117;4378;7;-1268;135858
20.05.2022 00:00:00;2693;5177;3;-2487;227772
21.05.2022 00:00:00;1733;4302;5;-2574;112635
22.05.2022 00:00:00;1743;4301;4;-2562;53817
23.05.2022 00:00:00;2402;3515;4;-1117;39726
24.05.2022 00:00:00;3131;3427;14;-310;290343
25.05.2022 00:00:00;2593;2859;2;-268;256898
26.05.2022 00:00:00;1737;2921;8;-1192;259173
27.05.2022 00:00:00;1812;3723;2;-1913;57558
28.05.2022 00:00:00;1879;2890;2;-1013;47210
29.05.2022 00:00:00;1737;2847;1;-1111;59744
30.05.2022 00:00:00;2389;2522;3;-136;45285
31.05.2022 00:00:00;3569;2220;6;1343;60579
01.06.2022 00:00:00;3176;2102;3;1071;249045
02.06.2022 00:00:00;3240;2166;5;1069;153663
03.06.2022 00:00:00;2688;2841;1;-154;144207
04.06.2022 00:00:00;2372;2459;3;-90;62425
05.06.2022 00:00:00;2071;2078;3;-10;41704
06.06.2022 00:00:00;2371;1859;3;509;20822
07.06.2022 00:00:00;3701;2317;2;1382;42506
08.06.2022 00:00:00;5178;2378;3;2797;102963
09.06.2022 00:00:00;4269;2361;6;1902;236970
10.06.2022 00:00:00;4006;3192;2;812;83820
11.06.2022 00:00:00;3037;2912;4;121;56968
12.06.2022 00:00:00;2844;3022;4;-182;32206
13.06.2022 00:00:00;4795;2964;6;1825;67452
14.06.2022 00:00:00;6958;3063;2;3893;111642
15.06.2022 00:00:00;7239;2820;3;4416;194813
16.06.2022 00:00:00;4808;3127;3;1678;89198
17.06.2022 00:00:00;5735;3332;6;2397;61109
18.06.2022 00:00:00;6122;4924;3;1195;58719
19.06.2022 00:00:00;5143;4244;5;894;51137
20.06.2022 00:00:00;8379;4009;5;4365;53852
21.06.2022 00:00:00;10989;3674;3;7312;174987
22.06.2022 00:00:00;9601;4152;7;5442;105991
23.06.2022 00:00:00;8972;4856;2;4114;97659
24.06.2022 00:00:00;8831;6768;8;2055;102632
25.06.2022 00:00:00;6987;7077;6;-96;90363
26.06.2022 00:00:00;6442;5783;7;652;63784
27.06.2022 00:00:00;9648;5776;13;3859;60225
28.06.2022 00:00:00;12425;7380;5;5040;117247
29.06.2022 00:00:00;12684;7061;6;5617;169474
30.06.2022 00:00:00;10363;7466;7;2890;121558
01.07.2022 00:00:00;10013;10012;9;-8;93198
02.07.2022 00:00:00;8349;8795;4;-450;91671
03.07.2022 00:00:00;7809;7997;5;-193;67252
04.07.2022 00:00:00;10964;9555;9;1400;64219
05.07.2022 00:00:00;13238;8519;7;4712;136881
06.07.2022 00:00:00;12260;8399;10;3851;112025
07.07.2022 00:00:00;11092;9284;15;1793;82194
08.07.2022 00:00:00;10511;11830;8;-1327;104319
09.07.2022 00:00:00;8371;12073;11;-3713;103330
10.07.2022 00:00:00;7326;9561;8;-2243;56400
11.07.2022 00:00:00;11636;9804;9;1823;64501
12.07.2022 00:00:00;14957;10147;6;4804;109410
13.07.2022 00:00:00;13016;9704;8;3304;121306
14.07.2022 00:00:00;13089;11209;5;1875;181825
15.07.2022 00:00:00;12162;12189;10;-37;154583
16.07.2022 00:00:00;10267;11224;10;-967;115059
17.07.2022 00:00:00;8288;10320;13;-2045;65940
18.07.2022 00:00:00;13108;10567;15;2526;57618
19.07.2022 00:00:00;14996;10098;10;4888;120070
20.07.2022 00:00:00;13511;10520;11;2980;114363
21.07.2022 00:00:00;11516;11864;15;-363;101279
22.07.2022 00:00:00;10868;13433;15;-2580;118794
23.07.2022 00:00:00;8504;12563;11;-4070;79854
24.07.2022 00:00:00;7248;11555;18;-4325;62118
25.07.2022 00:00:00;10041;11102;17;-1078;51831
26.07.2022 00:00:00;11428;11333;9;86;103369
27.07.2022 00:00:00;9021;10723;15;-1717;112533
28.07.2022 00:00:00;7439;11549;15;-4125;82625
29.07.2022 00:00:00;6699;12974;19;-6294;81801
30.07.2022 00:00:00;5674;11981;15;-6322;66798
31.07.2022 00:00:00;4314;10046;13;-5745;49863
01.08.2022 00:00:00;7565;9989;8;-2432;51665
02.08.2022 00:00:00;8459;9138;7;-686;102330
03.08.2022 00:00:00;6834;7651;11;-828;73563
04.08.2022 00:00:00;5857;8069;13;-2225;94148
05.08.2022 00:00:00;5629;9697;9;-4077;65210
06.08.2022 00:00:00;4688;7659;9;-2980;61391
07.08.2022 00:00:00;3805;6370;11;-2576;43269
08.08.2022 00:00:00;6316;6670;18;-372;15674
09.08.2022 00:00:00;7185;6361;14;810;116527
10.08.2022 00:00:00;5936;5075;10;851;90368
11.08.2022 00:00:00;5881;6519;10;-648;74203
12.08.2022 00:00:00;5473;8122;11;-2660;66371
13.08.2022 00:00:00;4754;6278;2;-1526;58477
14.08.2022 00:00:00;3067;5577;6;-2516;41394
15.08.2022 00:00:00;3931;5379;4;-1452;31282
16.08.2022 00:00:00;6699;6374;11;314;43807
17.08.2022 00:00:00;7754;4982;7;2765;100147
18.08.2022 00:00:00;5832;5272;12;548;80550
19.08.2022 00:00:00;5574;7045;15;-1486;62884
20.08.2022 00:00:00;4712;5345;7;-640;54522
21.08.2022 00:00:00;3129;4903;6;-1780;46519
22.08.2022 00:00:00;5513;6654;13;-1154;38639
23.08.2022 00:00:00;5919;5460;6;453;83301
24.08.2022 00:00:00;5441;4085;7;1349;107036
25.08.2022 00:00:00;5059;4336;7;716;78059
26.08.2022 00:00:00;5046;5465;9;-428;61821
27.08.2022 00:00:00;3948;6973;2;-3027;57372
28.08.2022 00:00:00;2758;4867;8;-2117;41736
29.08.2022 00:00:00;5003;6029;10;-1036;36664
30.08.2022 00:00:00;5570;5260;2;308;87221
31.08.2022 00:00:00;4773;4179;7;587;86045
01.09.2022 00:00:00;4157;4737;1;-581;71689
02.09.2022 00:00:00;3945;6225;2;-2282;66957
03.09.2022 00:00:00;3366;4484;9;-1127;56739
04.09.2022 00:00:00;2832;4502;7;-1677;50485
05.09.2022 00:00:00;4569;5584;8;-1023;90522
06.09.2022 00:00:00;5309;4409;12;888;133632
07.09.2022 00:00:00;4444;3544;3;897;83128
08.09.2022 00:00:00;4286;3994;6;286;76837
09.09.2022 00:00:00;4140;5445;7;-1312;26128
10.09.2022 00:00:00;3399;3977;8;-586;106595
11.09.2022 00:00:00;2793;3498;3;-708;46661
12.09.2022 00:00:00;5127;4814;4;309;40319
13.09.2022 00:00:00;6249;3927;4;2318;105278
14.09.2022 00:00:00;5621;3391;6;2224;78130
15.09.2022 00:00:00;5369;3951;8;1410;67392
16.09.2022 00:00:00;5362;5232;1;129;74268
17.09.2022 00:00:00;4795;4327;5;463;50092
18.09.2022 00:00:00;3697;4126;2;-431;46141
19.09.2022 00:00:00;6232;4729;7;1496;40606
20.09.2022 00:00:00;8458;4474;7;3977;95217
21.09.2022 00:00:00;8080;3714;4;4362;78105
22.09.2022 00:00:00;7939;4214;3;3722;114653
23.09.2022 00:00:00;8558;6092;5;2461;70961
24.09.2022 00:00:00;6932;5190;4;1738;65995
25.09.2022 00:00:00;6090;5244;8;838;48737
26.09.2022 00:00:00;10931;6328;9;4594;49117
27.09.2022 00:00:00;15313;6001;7;9305;105146
28.09.2022 00:00:00;12747;4831;7;7909;108005
29.09.2022 00:00:00;13068;5098;7;7963;98804
30.09.2022 00:00:00;12574;8384;9;4181;103387
01.10.2022 00:00:00;10344;7179;4;3161;0
02.10.2022 00:00:00;8523;7300;5;1218;0
03.10.2022 00:00:00;14193;8319;16;5858;172327
04.10.2022 00:00:00;18531;9098;17;9416;128804
05.10.2022 00:00:00;15288;8535;13;6740;125141
06.10.2022 00:00:00;15555;9092;12;6451;117930
07.10.2022 00:00:00;14387;13700;19;668;98895
08.10.2022 00:00:00;11227;11973;14;-760;0
09.10.2022 00:00:00;8681;13104;12;-4435;0
10.10.2022 00:00:00;13361;14546;12;-1197;207714
11.10.2022 00:00:00;18486;15599;13;2874;149627
12.10.2022 00:00:00;14284;10395;17;3872;128285
13.10.2022 00:00:00;13061;10979;14;2068;97483
14.10.2022 00:00:00;11735;16813;10;-5088;0
15.10.2022 00:00:00;8808;15013;8;-6213;0
16.10.2022 00:00:00;6593;15651;13;-9071;0
17.10.2022 00:00:00;9957;14128;10;-4181;213337
18.10.2022 00:00:00;13191;13763;10;-582;123035
19.10.2022 00:00:00;9978;10897;9;-928;126930
20.10.2022 00:00:00;8283;9568;7;-1292;104824
21.10.2022 00:00:00;7740;15874;12;-8146;85090
22.10.2022 00:00:00;5752;14254;13;-8515;0
23.10.2022 00:00:00;3708;12792;18;-9102;0
24.10.2022 00:00:00;6360;11170;13;-4823;172919
25.10.2022 00:00:00;8103;11150;14;-3061;99990
26.10.2022 00:00:00;4427;7331;14;-2918;0
27.10.2022 00:00:00;5246;6894;7;-1655;169786
28.10.2022 00:00:00;5652;11647;12;-6007;59789
29.10.2022 00:00:00;4398;10061;11;-5674;0
30.10.2022 00:00:00;2847;8145;5;-5303;0
31.10.2022 00:00:00;4613;7512;9;-2908;128143
01.11.2022 00:00:00;4088;6490;13;-2415;0
02.11.2022 00:00:00;4489;4630;10;-151;148031
03.11.2022 00:00:00;5899;4670;6;1223;100526
04.11.2022 00:00:00;4499;7518;3;-3022;73425
05.11.2022 00:00:00;3258;5812;8;-2562;0
06.11.2022 00:00:00;2556;4066;3;-1513;0
07.11.2022 00:00:00;3938;5470;7;-1539;142781
08.11.2022 00:00:00;4749;5218;8;-477;95414
09.11.2022 00:00:00;3949;3828;10;111;94829
10.11.2022 00:00:00;3432;3439;9;-16;632026
11.11.2022 00:00:00;3709;4689;4;-984;65086
12.11.2022 00:00:00;2837;3695;6;-864;0
13.11.2022 00:00:00;2177;5482;9;-3314;0
14.11.2022 00:00:00;4004;4539;6;-541;0
15.11.2022 00:00:00;4901;3866;12;1023;229552
16.11.2022 00:00:00;4510;3336;8;1166;80702
17.11.2022 00:00:00;4245;2834;7;1404;104106
18.11.2022 00:00:00;3846;4403;13;-570;66321
19.11.2022 00:00:00;3082;3934;3;-855;0
20.11.2022 00:00:00;2449;3696;6;-1253;0
21.11.2022 00:00:00;4583;3686;5;892;140757
22.11.2022 00:00:00;5694;3617;7;2070;84804
23.11.2022 00:00:00;4826;2781;9;2036;95633
24.11.2022 00:00:00;4486;2895;9;1582;95087
25.11.2022 00:00:00;4207;4754;2;-549;71485
26.11.2022 00:00:00;3485;4389;8;-912;0
27.11.2022 00:00:00;2970;4555;3;-1588;0
28.11.2022 00:00:00;4800;3902;9;889;146991
29.11.2022 00:00:00;6619;3999;6;2614;-278085
30.11.2022 00:00:00;5293;3212;9;2072;201103
01.12.2022 00:00:00;5254;3508;9;1737;74808
02.12.2022 00:00:00;4599;5330;6;-737;70121
03.12.2022 00:00:00;3859;4892;7;-1040;0
04.12.2022 00:00:00;2859;4636;7;-1784;0
05.12.2022 00:00:00;4928;4467;7;454;136980
06.12.2022 00:00:00;6876;4396;6;2474;131651
07.12.2022 00:00:00;5296;3621;6;1669;96301
08.12.2022 00:00:00;4002;3221;6;775;0
09.12.2022 00:00:00;4002;5892;4;-1894;133654
10.12.2022 00:00:00;4828;5392;7;-571;0
11.12.2022 00:00:00;3375;5237;6;-1868;0
12.12.2022 00:00:00;5539;4981;10;548;150585
13.12.2022 00:00:00;6968;4543;4;2421;99362
14.12.2022 00:00:00;5648;3648;4;1996;110321
15.12.2022 00:00:00;5245;3564;8;1673;0
16.12.2022 00:00:00;4648;6547;13;-1912;156840
17.12.2022 00:00:00;3805;5247;11;-1453;0
18.12.2022 00:00:00;2842;5117;8;-2283;0
19.12.2022 00:00:00;5199;3557;9;1633;145477
20.12.2022 00:00:00;5930;5546;10;374;87314
21.12.2022 00:00:00;5626;4023;8;1595;77844
22.12.2022 00:00:00;4812;3667;16;1129;70980
23.12.2022 00:00:00;5225;6594;13;-1382;52396
24.12.2022 00:00:00;4301;5430;10;-1139;0
25.12.2022 00:00:00;1839;4689;7;-2857;0
26.12.2022 00:00:00;2414;4487;15;-2088;0
27.12.2022 00:00:00;4808;4354;11;443;150282
28.12.2022 00:00:00;4850;4083;7;760;65300
29.12.2022 00:00:00;4289;3843;13;433;25116
30.12.2022 00:00:00;4227;6052;10;-1835;65054
31.12.2022 00:00:00;2844;5108;8;-2272;0
01.01.2023 00:00:00;1317;4460;13;-3156;0
02.01.2023 00:00:00;3202;4809;6;-1613;81625
03.01.2023 00:00:00;3873;5053;4;-1184;47440
04.01.2023 00:00:00;3227;2804;11;412;49370
05.01.2023 00:00:00;3021;2636;13;372;42337
06.01.2023 00:00:00;1622;3061;9;-1448;0
07.01.2023 00:00:00;2027;4691;13;-2677;0
08.01.2023 00:00:00;1827;4412;9;-2594;0
09.01.2023 00:00:00;3193;4062;8;-877;123474
10.01.2023 00:00:00;3038;3452;9;-423;67796
11.01.2023 00:00:00;2299;2130;6;163;53494
12.01.2023 00:00:00;2209;2095;9;105;71700
13.01.2023 00:00:00;1757;3499;12;-1754;10580
14.01.2023 00:00:00;1436;3307;6;-1877;0
15.01.2023 00:00:00;993;2784;4;-1795;0
16.01.2023 00:00:00;2089;2393;8;-312;103961
17.01.2023 00:00:00;2631;1880;6;745;49160
18.01.2023 00:00:00;2057;2233;6;-182;59284
19.01.2023 00:00:00;2123;2067;5;51;48048
20.01.2023 00:00:00;2170;3060;7;-897;36040
21.01.2023 00:00:00;1532;2435;7;-910;0
22.01.2023 00:00:00;1264;2152;6;-894;0
23.01.2023 00:00:00;2824;1903;5;916;71542
24.01.2023 00:00:00;3439;1851;6;1582;47814
25.01.2023 00:00:00;3123;1447;10;1666;47629
26.01.2023 00:00:00;3092;1319;3;1770;48711
27.01.2023 00:00:00;2969;2574;5;390;33850
28.01.2023 00:00:00;2414;2181;10;223;0
29.01.2023 00:00:00;2100;2231;9;-140;0
30.01.2023 00:00:00;3674;2342;7;1325;77781
31.01.2023 00:00:00;5278;2179;10;3089;48468
01.02.2023 00:00:00;4520;1850;7;2663;50687
02.02.2023 00:00:00;4111;1918;5;2188;42248
03.02.2023 00:00:00;4008;3303;6;699;51184
04.02.2023 00:00:00;2849;3188;4;-343;0
05.02.2023 00:00:00;2285;3138;8;-861;0
06.02.2023 00:00:00;4001;3415;3;583;74422
07.02.2023 00:00:00;5576;3140;6;2430;42121
08.02.2023 00:00:00;4417;2796;4;1617;43666
09.02.2023 00:00:00;4311;2412;8;1891;151410
10.02.2023 00:00:00;4324;4902;4;-582;40956
11.02.2023 00:00:00;3470;4392;5;-927;0
12.02.2023 00:00:00;2768;3986;7;-1225;0
13.02.2023 00:00:00;5238;4258;1;979;75953
14.02.2023 00:00:00;6410;3799;4;2607;50830
15.02.2023 00:00:00;5485;2977;8;2500;44902
16.02.2023 00:00:00;5274;3135;5;2134;36528
17.02.2023 00:00:00;4679;4836;4;-161;41161
18.02.2023 00:00:00;4037;4529;7;-499;0
19.02.2023 00:00:00;3042;4199;6;-1163;0
20.02.2023 00:00:00;5366;4496;10;860;78094
21.02.2023 00:00:00;6976;4525;6;2445;44386
22.02.2023 00:00:00;6346;3513;10;2823;38968
23.02.2023 00:00:00;5964;3682;11;2271;40066
24.02.2023 00:00:00;6033;6049;9;-25;40159
25.02.2023 00:00:00;4821;5341;6;-526;0
26.02.2023 00:00:00;3453;5251;6;-1804;0
27.02.2023 00:00:00;6198;5082;6;1110;84099
28.02.2023 00:00:00;8175;5251;3;2921;44283
01.03.2023 00:00:00;6389;4016;10;2363;50243
02.03.2023 00:00:00;5258;3711;11;1536;32093
03.03.2023 00:00:00;5181;7165;11;-1995;37860
04.03.2023 00:00:00;4176;5922;11;-1757;0
05.03.2023 00:00:00;2523;5970;11;-3458;0
06.03.2023 00:00:00;6304;5863;7;434;62222
07.03.2023 00:00:00;6329;6200;15;114;34847
08.03.2023 00:00:00;5267;4100;11;1156;31374
09.03.2023 00:00:00;4939;4098;7;834;25893
10.03.2023 00:00:00;4880;7662;10;-2792;29736
11.03.2023 00:00:00;3444;6470;1;-3027;0
12.03.2023 00:00:00;2035;4963;8;-2936;0
13.03.2023 00:00:00;5179;5324;8;-153;56649
14.03.2023 00:00:00;5209;5256;8;-55;35292
15.03.2023 00:00:00;4763;3281;6;1476;25270
16.03.2023 00:00:00;3710;4287;10;-587;23652
17.03.2023 00:00:00;4007;6081;5;-2079;27434
18.03.2023 00:00:00;2438;5286;12;-2860;0
19.03.2023 00:00:00;1789;4655;7;-2873;0
20.03.2023 00:00:00;4034;4752;7;-725;22290
21.03.2023 00:00:00;4461;4655;5;-199;52073
22.03.2023 00:00:00;3484;2805;10;669;25829
23.03.2023 00:00:00;3122;3429;11;-318;24241
24.03.2023 00:00:00;2990;4901;6;-1917;23442
25.03.2023 00:00:00;1975;4533;7;-2565;0
26.03.2023 00:00:00;1160;3793;4;-2637;0
27.03.2023 00:00:00;2682;3861;8;-1187;40601
28.03.2023 00:00:00;2624;3200;6;-582;23052
29.03.2023 00:00:00;2192;2367;6;-181;19074
30.03.2023 00:00:00;1935;2715;4;-784;16580
31.03.2023 00:00:00;1742;4322;6;-2586;19739
01.04.2023 00:00:00;1187;3279;8;-2100;0
02.04.2023 00:00:00;675;2898;7;-2230;0
03.04.2023 00:00:00;1763;2916;6;-1159;31478
04.04.2023 00:00:00;1758;2537;2;-781;16434
05.04.2023 00:00:00;1175;1589;8;-422;11197
06.04.2023 00:00:00;1358;1716;4;-362;10520
07.04.2023 00:00:00;1173;2857;3;-1687;12476
08.04.2023 00:00:00;1081;2120;2;-1041;0
09.04.2023 00:00:00;671;1810;6;-1145;0
10.04.2023 00:00:00;436;1634;9;-1207;0
11.04.2023 00:00:00;1374;1582;2;-210;33141
12.04.2023 00:00:00;1695;1076;7;612;14592
13.04.2023 00:00:00;1237;1219;5;13;11721
14.04.2023 00:00:00;1014;1694;5;-685;13871
15.04.2023 00:00:00;784;1140;3;-359;0
16.04.2023 00:00:00;621;1268;0;-647;0
17.04.2023 00:00:00;967;1226;6;-265;21010
18.04.2023 00:00:00;1430;1332;10;88;10009
19.04.2023 00:00:00;1081;881;5;195;14481
20.04.2023 00:00:00;769;544;3;222;9413
21.04.2023 00:00:00;1024;877;2;145;9819
22.04.2023 00:00:00;769;1620;6;-857;0
23.04.2023 00:00:00;538;1227;6;-695;0
24.04.2023 00:00:00;894;1061;3;-170;21452
25.04.2023 00:00:00;1196;974;6;216;9231
26.04.2023 00:00:00;687;752;5;-70;11575
27.04.2023 00:00:00;893;619;5;269;6794
28.04.2023 00:00:00;486;1413;2;-929;11142
29.04.2023 00:00:00;602;1029;1;-428;0
30.04.2023 00:00:00;420;883;2;-465;0
01.05.2023 00:00:00;249;854;1;-606;0
02.05.2023 00:00:00;699;868;1;-170;18320
03.05.2023 00:00:00;952;804;3;145;0
04.05.2023 00:00:00;451;543;7;-99;0
05.05.2023 00:00:00;653;1128;5;-480;0
06.05.2023 00:00:00;411;700;2;-291;0
07.05.2023 00:00:00;197;839;3;-645;0
08.05.2023 00:00:00;577;555;2;20;34312
09.05.2023 00:00:00;619;747;2;-130;0
10.05.2023 00:00:00;436;536;2;-102;0
11.05.2023 00:00:00;428;316;1;111;0
12.05.2023 00:00:00;392;462;1;-71;0
13.05.2023 00:00:00;181;839;1;-659;0
14.05.2023 00:00:00;191;516;2;-327;0
15.05.2023 00:00:00;372;561;4;-193;32978
16.05.2023 00:00:00;537;513;3;21;0
17.05.2023 00:00:00;372;288;0;84;0
18.05.2023 00:00:00;173;373;0;-200;0
19.05.2023 00:00:00;320;590;2;-272;0
20.05.2023 00:00:00;304;490;4;-190;0
21.05.2023 00:00:00;143;376;1;-234;0
22.05.2023 00:00:00;417;431;0;-14;24594
23.05.2023 00:00:00;505;292;2;211;0
24.05.2023 00:00:00;376;253;2;121;0
25.05.2023 00:00:00;284;250;1;33;0
26.05.2023 00:00:00;316;469;1;-154;0
27.05.2023 00:00:00;159;359;1;-201;0
28.05.2023 00:00:00;57;276;1;-220;0
29.05.2023 00:00:00;91;239;1;-149;0
30.05.2023 00:00:00;410;357;2;51;26502
31.05.2023 00:00:00;292;230;4;58;0
01.06.2023 00:00:00;242;314;1;-73;0
02.06.2023 00:00:00;218;426;1;-209;0
03.06.2023 00:00:00;120;385;0;-265;0
04.06.2023 00:00:00;41;278;0;-237;0
05.06.2023 00:00:00;205;289;3;-87;18259
06.06.2023 00:00:00;271;237;0;34;0
07.06.2023 00:00:00;173;117;0;56;0
08.06.2023 00:00:00;57;86;0;-29;0
09.06.2023 00:00:00;150;227;0;-77;0
10.06.2023 00:00:00;143;303;0;-160;0
11.06.2023 00:00:00;82;157;0;-75;0
