Datum;DeltaAnzahlVortag;DeltaGeheiltVortag;DeltaTotVortag;DeltaAktivVortag;DeltaTestGesamtVortag
26.02.2020 00:00:00;1;0;0;1;0
27.02.2020 00:00:00;2;0;0;2;0
28.02.2020 00:00:00;4;0;0;4;0
29.02.2020 00:00:00;1;0;0;1;0
01.03.2020 00:00:00;4;0;0;4;0
02.03.2020 00:00:00;5;0;0;5;0
03.03.2020 00:00:00;6;0;0;6;0
04.03.2020 00:00:00;14;0;0;14;0
05.03.2020 00:00:00;9;2;0;7;0
06.03.2020 00:00:00;29;0;0;29;0
07.03.2020 00:00:00;23;0;0;23;0
08.03.2020 00:00:00;28;0;0;28;0
09.03.2020 00:00:00;22;0;0;22;0
10.03.2020 00:00:00;55;1;0;54;0
11.03.2020 00:00:00;108;1;0;107;0
12.03.2020 00:00:00;96;3;1;92;0
13.03.2020 00:00:00;181;0;0;181;0
14.03.2020 00:00:00;183;3;1;179;0
15.03.2020 00:00:00;170;4;1;165;0
16.03.2020 00:00:00;35;11;3;21;0
17.03.2020 00:00:00;40;2;1;37;0
18.03.2020 00:00:00;29;2;3;24;0
19.03.2020 00:00:00;34;4;2;28;0
20.03.2020 00:00:00;53;5;3;45;0
21.03.2020 00:00:00;82;9;3;70;0
22.03.2020 00:00:00;74;9;4;61;0
23.03.2020 00:00:00;553;51;8;494;0
24.03.2020 00:00:00;645;67;8;570;0
25.03.2020 00:00:00;668;67;6;595;0
26.03.2020 00:00:00;1008;92;9;907;0
27.03.2020 00:00:00;784;157;13;614;0
28.03.2020 00:00:00;610;112;12;486;0
29.03.2020 00:00:00;544;116;13;415;0
30.03.2020 00:00:00;664;161;18;485;0
31.03.2020 00:00:00;547;153;15;379;0
01.04.2020 00:00:00;546;130;11;405;16834
02.04.2020 00:00:00;433;176;18;239;75356
03.04.2020 00:00:00;409;242;16;151;6153
04.04.2020 00:00:00;248;298;18;-68;5791
05.04.2020 00:00:00;183;205;20;-42;4282
06.04.2020 00:00:00;303;466;28;-191;2880
07.04.2020 00:00:00;288;364;26;-102;3939
08.04.2020 00:00:00;287;502;16;-231;5520
09.04.2020 00:00:00;276;497;22;-243;5532
10.04.2020 00:00:00;357;533;21;-197;8456
11.04.2020 00:00:00;203;364;17;-178;6232
12.04.2020 00:00:00;111;289;11;-189;3902
13.04.2020 00:00:00;87;285;21;-219;3535
14.04.2020 00:00:00;149;490;12;-353;3384
15.04.2020 00:00:00;128;449;16;-337;5005
16.04.2020 00:00:00;112;408;20;-316;6015
17.04.2020 00:00:00;99;375;14;-290;6456
18.04.2020 00:00:00;59;237;17;-195;6660
19.04.2020 00:00:00;47;149;17;-119;3312
20.04.2020 00:00:00;65;364;9;-308;3705
21.04.2020 00:00:00;70;403;17;-350;6069
22.04.2020 00:00:00;70;235;12;-177;12776
23.04.2020 00:00:00;60;231;7;-178;4041
24.04.2020 00:00:00;79;230;6;-157;6851
25.04.2020 00:00:00;62;129;13;-80;8403
26.04.2020 00:00:00;36;100;9;-73;6542
27.04.2020 00:00:00;68;184;6;-122;4906
28.04.2020 00:00:00;49;150;14;-115;7041
29.04.2020 00:00:00;60;156;7;-103;8176
30.04.2020 00:00:00;54;184;7;-137;8645
01.05.2020 00:00:00;37;104;4;-71;7680
02.05.2020 00:00:00;28;78;3;-53;5540
03.05.2020 00:00:00;12;56;8;-52;4736
04.05.2020 00:00:00;30;138;4;-112;4716
05.05.2020 00:00:00;54;114;3;-63;6812
06.05.2020 00:00:00;46;105;7;-66;6371
07.05.2020 00:00:00;40;108;3;-71;5640
08.05.2020 00:00:00;49;150;5;-106;6175
09.05.2020 00:00:00;30;66;7;-43;7621
10.05.2020 00:00:00;15;52;3;-40;4818
11.05.2020 00:00:00;65;85;3;-23;2976
12.05.2020 00:00:00;38;82;1;-45;9830
13.05.2020 00:00:00;52;71;3;-22;6938
14.05.2020 00:00:00;54;69;3;-18;8354
15.05.2020 00:00:00;75;63;0;12;6745
16.05.2020 00:00:00;15;50;1;-36;6042
17.05.2020 00:00:00;26;25;2;-1;5116
18.05.2020 00:00:00;58;47;3;8;3560
19.05.2020 00:00:00;61;66;1;-6;6366
20.05.2020 00:00:00;30;48;3;-21;7157
21.05.2020 00:00:00;31;51;3;-23;6045
22.05.2020 00:00:00;28;48;4;-24;4851
23.05.2020 00:00:00;24;46;1;-23;5875
24.05.2020 00:00:00;31;36;1;-6;5494
25.05.2020 00:00:00;25;54;2;-31;3484
26.05.2020 00:00:00;22;83;4;-65;5844
27.05.2020 00:00:00;50;71;1;-22;7521
28.05.2020 00:00:00;19;76;1;-58;8666
29.05.2020 00:00:00;42;56;2;-16;6930
30.05.2020 00:00:00;32;31;0;1;7841
31.05.2020 00:00:00;5;32;4;-31;6391
01.06.2020 00:00:00;19;32;1;-14;3286
02.06.2020 00:00:00;16;67;3;-54;4558
03.06.2020 00:00:00;53;36;3;14;6580
04.06.2020 00:00:00;17;47;3;-33;8508
05.06.2020 00:00:00;66;27;2;37;7983
06.06.2020 00:00:00;31;23;1;7;6463
07.06.2020 00:00:00;25;27;1;-3;3685
08.06.2020 00:00:00;24;52;3;-31;5164
09.06.2020 00:00:00;15;29;2;-16;6160
10.06.2020 00:00:00;34;35;2;-3;5423
11.06.2020 00:00:00;22;29;1;-8;3967
12.06.2020 00:00:00;37;27;2;8;6270
13.06.2020 00:00:00;22;25;1;-4;4395
14.06.2020 00:00:00;18;17;5;-4;3864
15.06.2020 00:00:00;53;32;5;16;2830
16.06.2020 00:00:00;19;23;3;-7;5030
17.06.2020 00:00:00;31;37;1;-7;7915
18.06.2020 00:00:00;32;31;0;1;5312
19.06.2020 00:00:00;52;34;2;16;6203
20.06.2020 00:00:00;32;35;2;-5;6078
21.06.2020 00:00:00;29;13;2;14;2376
22.06.2020 00:00:00;31;38;3;-10;5216
23.06.2020 00:00:00;43;34;2;7;6673
24.06.2020 00:00:00;35;22;4;9;6111
25.06.2020 00:00:00;44;33;2;9;5659
26.06.2020 00:00:00;74;22;1;51;6199
27.06.2020 00:00:00;45;30;3;12;7053
28.06.2020 00:00:00;62;22;2;38;5025
29.06.2020 00:00:00;49;34;1;14;3855
30.06.2020 00:00:00;101;30;0;71;6381
01.07.2020 00:00:00;95;31;1;63;8110
02.07.2020 00:00:00;79;42;3;34;7834
03.07.2020 00:00:00;134;46;1;87;6805
04.07.2020 00:00:00;106;22;3;81;7174
05.07.2020 00:00:00;76;28;0;48;5125
06.07.2020 00:00:00;68;38;1;29;6301
07.07.2020 00:00:00;91;46;0;45;6044
08.07.2020 00:00:00;118;46;0;72;8071
09.07.2020 00:00:00;72;51;1;20;7507
10.07.2020 00:00:00;105;59;0;46;7757
11.07.2020 00:00:00;90;54;3;33;8225
12.07.2020 00:00:00;52;45;2;5;5031
13.07.2020 00:00:00;99;83;2;14;3876
14.07.2020 00:00:00;123;113;0;10;7512
15.07.2020 00:00:00;129;80;1;48;8165
16.07.2020 00:00:00;141;111;1;29;10052
17.07.2020 00:00:00;124;137;0;-13;8068
18.07.2020 00:00:00;81;61;0;20;8677
19.07.2020 00:00:00;87;54;5;28;5579
20.07.2020 00:00:00;90;102;2;-14;49767
21.07.2020 00:00:00;137;130;0;7;7164
22.07.2020 00:00:00;162;91;1;70;9081
23.07.2020 00:00:00;117;90;2;25;11350
24.07.2020 00:00:00;153;101;0;52;7810
25.07.2020 00:00:00;112;86;2;24;7049
26.07.2020 00:00:00;101;61;0;40;7008
27.07.2020 00:00:00;95;158;3;-66;5271
28.07.2020 00:00:00;153;144;0;9;8037
29.07.2020 00:00:00;102;115;1;-14;9396
30.07.2020 00:00:00;190;120;4;66;9434
31.07.2020 00:00:00;123;131;3;-11;10425
01.08.2020 00:00:00;62;98;3;-39;7358
02.08.2020 00:00:00;70;93;2;-25;7495
03.08.2020 00:00:00;93;182;1;-90;5123
04.08.2020 00:00:00;83;159;0;-76;6341
05.08.2020 00:00:00;159;152;1;6;7124
06.08.2020 00:00:00;119;123;2;-6;13373
07.08.2020 00:00:00;90;137;4;-51;10030
08.08.2020 00:00:00;104;91;2;11;7934
09.08.2020 00:00:00;72;68;1;3;6629
10.08.2020 00:00:00;158;139;0;19;3890
11.08.2020 00:00:00;187;97;2;88;8750
12.08.2020 00:00:00;190;133;2;55;8510
13.08.2020 00:00:00;251;96;3;152;8490
14.08.2020 00:00:00;348;109;1;238;11924
15.08.2020 00:00:00;156;81;1;74;5922
16.08.2020 00:00:00;169;76;1;92;9136
17.08.2020 00:00:00;257;109;1;147;5577
18.08.2020 00:00:00;252;142;2;108;13821
19.08.2020 00:00:00;347;130;2;215;11283
20.08.2020 00:00:00;331;143;1;187;12266
21.08.2020 00:00:00;300;206;3;91;13972
22.08.2020 00:00:00;229;146;2;81;11746
23.08.2020 00:00:00;193;157;2;34;7832
24.08.2020 00:00:00;243;201;5;37;6219
25.08.2020 00:00:00;301;230;0;71;8883
26.08.2020 00:00:00;319;224;0;95;9110
27.08.2020 00:00:00;224;259;0;-35;14044
28.08.2020 00:00:00;395;338;1;56;14701
29.08.2020 00:00:00;237;174;0;63;12799
30.08.2020 00:00:00;224;208;0;16;11349
31.08.2020 00:00:00;219;235;3;-19;8619
01.09.2020 00:00:00;286;220;2;64;12416
02.09.2020 00:00:00;429;258;2;169;17441
03.09.2020 00:00:00;366;315;1;50;11689
04.09.2020 00:00:00;380;372;5;3;14232
05.09.2020 00:00:00;217;221;1;-5;11318
06.09.2020 00:00:00;367;172;2;193;8018
07.09.2020 00:00:00;396;317;0;79;10398
08.09.2020 00:00:00;552;311;1;240;10254
