Datum;BundeslandID;Name;TestungenApotheken;TestungenApothekenPCR;TestungenApothekenAntigen;TestungenBetriebe
2021-06-19;10;Österreich;8427029;;8427029;4467321
2021-06-20;1;Burgenland;505775;;505775;329452
2021-06-20;2;Kärnten;430080;;430080;194719
2021-06-20;3;Niederösterreich;974293;;974293;1074571
2021-06-20;4;Oberösterreich;753378;;753378;646037
2021-06-20;5;Salzburg;513196;;513196;231105
2021-06-20;6;Steiermark;1285765;;1285765;872224
2021-06-20;7;Tirol;656341;;656341;162599
2021-06-20;8;Vorarlberg;624804;;624804;132557
2021-06-20;9;Wien;2702464;;2702464;835661
2021-06-20;10;Österreich;8446096;;8446096;4478925
2021-06-21;1;Burgenland;507211;;507211;330405
2021-06-21;2;Kärnten;430346;;430346;195209
2021-06-21;3;Niederösterreich;976187;;976187;1077820
2021-06-21;4;Oberösterreich;753872;;753872;647743
2021-06-21;5;Salzburg;513407;;513407;231579
2021-06-21;6;Steiermark;1287114;;1287114;874427
2021-06-21;7;Tirol;656651;;656651;163091
2021-06-21;8;Vorarlberg;628295;;628295;132796
2021-06-21;9;Wien;2707360;;2707360;836958
2021-06-21;10;Österreich;8460443;;8460443;4490028
2021-06-22;1;Burgenland;512298;;512298;333371
2021-06-22;2;Kärnten;435436;;435436;197634
2021-06-22;3;Niederösterreich;987502;;987502;1089811
2021-06-22;4;Oberösterreich;760479;;760479;654953
2021-06-22;5;Salzburg;517532;;517532;234540
2021-06-22;6;Steiermark;1302619;;1302619;885976
2021-06-22;7;Tirol;662824;;662824;163986
2021-06-22;8;Vorarlberg;633423;;633423;133982
2021-06-22;9;Wien;2753859;;2753859;848010
2021-06-22;10;Österreich;8565972;;8565972;4542263
2021-06-23;1;Burgenland;515667;;515667;335339
2021-06-23;2;Kärnten;438492;;438492;199573
2021-06-23;3;Niederösterreich;995696;;995696;1097300
2021-06-23;4;Oberösterreich;765305;;765305;659124
2021-06-23;5;Salzburg;520447;;520447;235769
2021-06-23;6;Steiermark;1312843;;1312843;892900
2021-06-23;7;Tirol;667155;;667155;165502
2021-06-23;8;Vorarlberg;637561;;637561;134984
2021-06-23;9;Wien;2786049;;2786049;854686
2021-06-23;10;Österreich;8639215;;8639215;4575177
2021-06-24;1;Burgenland;519974;;519974;338182
2021-06-24;2;Kärnten;442503;;442503;201424
2021-06-24;3;Niederösterreich;1004425;;1004425;1106201
2021-06-24;4;Oberösterreich;770581;;770581;664253
2021-06-24;5;Salzburg;523450;;523450;237760
2021-06-24;6;Steiermark;1325365;;1325365;900707
2021-06-24;7;Tirol;672389;;672389;166567
2021-06-24;8;Vorarlberg;642070;;642070;135956
2021-06-24;9;Wien;2822793;;2822793;863904
2021-06-24;10;Österreich;8723550;;8723550;4614954
2021-06-25;1;Burgenland;523588;;523588;340377
2021-06-25;2;Kärnten;445975;;445975;203342
2021-06-25;3;Niederösterreich;1012617;;1012617;1113548
2021-06-25;4;Oberösterreich;775584;;775584;668731
2021-06-25;5;Salzburg;526263;;526263;239081
2021-06-25;6;Steiermark;1336191;;1336191;907289
2021-06-25;7;Tirol;676926;;676926;168235
2021-06-25;8;Vorarlberg;646343;;646343;136994
2021-06-25;9;Wien;2855435;;2855435;870590
2021-06-25;10;Österreich;8798922;;8798922;4648187
2021-06-26;1;Burgenland;529225;;529225;342536
2021-06-26;2;Kärnten;452294;;452294;205898
2021-06-26;3;Niederösterreich;1026048;;1026048;1122125
2021-06-26;4;Oberösterreich;782742;;782742;674013
2021-06-26;5;Salzburg;530648;;530648;240677
2021-06-26;6;Steiermark;1352493;;1352493;915376
2021-06-26;7;Tirol;684264;;684264;170129
2021-06-26;8;Vorarlberg;653381;;653381;138237
2021-06-26;9;Wien;2899544;;2899544;876165
2021-06-26;10;Österreich;8910639;;8910639;4685156
2021-06-27;1;Burgenland;532369;;532369;343718
2021-06-27;2;Kärnten;455291;;455291;206999
2021-06-27;3;Niederösterreich;1033941;;1033941;1125768
2021-06-27;4;Oberösterreich;786646;;786646;674546
2021-06-27;5;Salzburg;532823;;532823;240992
2021-06-27;6;Steiermark;1360321;;1360321;916225
2021-06-27;7;Tirol;687877;;687877;170613
2021-06-27;8;Vorarlberg;660327;;660327;138372
2021-06-27;9;Wien;2924194;;2924194;877655
2021-06-27;10;Österreich;8973789;;8973789;4694888
2021-06-28;1;Burgenland;533418;;533418;344641
2021-06-28;2;Kärnten;455472;;455472;207592
2021-06-28;3;Niederösterreich;1035406;;1035406;1128882
2021-06-28;4;Oberösterreich;787125;;787125;676021
2021-06-28;5;Salzburg;533068;;533068;241543
2021-06-28;6;Steiermark;1361394;;1361394;918410
2021-06-28;7;Tirol;688119;;688119;171125
2021-06-28;8;Vorarlberg;663829;;663829;138818
2021-06-28;9;Wien;2928629;;2928629;878547
2021-06-28;10;Österreich;8986460;;8986460;4705579
2021-06-29;1;Burgenland;538105;;538105;347019
2021-06-29;2;Kärnten;459830;;459830;209717
2021-06-29;3;Niederösterreich;1045394;;1045394;1139206
2021-06-29;4;Oberösterreich;792840;;792840;682305
2021-06-29;5;Salzburg;536554;;536554;243941
2021-06-29;6;Steiermark;1375570;;1375570;928599
2021-06-29;7;Tirol;693700;;693700;171969
2021-06-29;8;Vorarlberg;668348;;668348;139838
2021-06-29;9;Wien;2972112;;2972112;887926
2021-06-29;10;Österreich;9082453;;9082453;4750520
2021-06-30;1;Burgenland;541035;;541035;350913
2021-06-30;2;Kärnten;462462;;462462;211487
2021-06-30;3;Niederösterreich;1052644;;1052644;1145770
2021-06-30;4;Oberösterreich;796860;;796860;685851
2021-06-30;5;Salzburg;538918;;538918;245078
2021-06-30;6;Steiermark;1384382;;1384382;932597
2021-06-30;7;Tirol;697251;;697251;173149
2021-06-30;8;Vorarlberg;671705;;671705;140696
2021-06-30;9;Wien;3002717;;3002717;894020
2021-06-30;10;Österreich;9147974;;9147974;4779561
2021-07-01;1;Burgenland;548909;;548909;353738
2021-07-01;2;Kärnten;469157;;469157;212074
2021-07-01;3;Niederösterreich;1066839;;1066839;1152968
2021-07-01;4;Oberösterreich;807077;;807077;691607
2021-07-01;5;Salzburg;545305;;545305;246758
2021-07-01;6;Steiermark;1403857;;1403857;946446
2021-07-01;7;Tirol;706669;;706669;173821
2021-07-01;8;Vorarlberg;680100;;680100;142433
2021-07-01;9;Wien;3055318;;3055318;900578
2021-07-01;10;Österreich;9283231;;9283231;4820423
2021-07-02;1;Burgenland;548258;;548258;355529
2021-07-02;2;Kärnten;469116;;469116;215043
2021-07-02;3;Niederösterreich;1068887;;1068887;1160482
2021-07-02;4;Oberösterreich;806704;;806704;695897
2021-07-02;5;Salzburg;544425;;544425;248014
2021-07-02;6;Steiermark;1405094;;1405094;952435
2021-07-02;7;Tirol;706386;;706386;175462
2021-07-02;8;Vorarlberg;679636;;679636;143455
2021-07-02;9;Wien;3074808;;3074808;909201
2021-07-02;10;Österreich;9303314;;9303314;4855518
2021-07-03;1;Burgenland;553997;;553997;357575
2021-07-03;2;Kärnten;474981;;474981;217487
2021-07-03;3;Niederösterreich;1083532;;1083532;1168730
2021-07-03;4;Oberösterreich;814107;;814107;700262
2021-07-03;5;Salzburg;548886;;548886;250053
2021-07-03;6;Steiermark;1420948;;1420948;959039
2021-07-03;7;Tirol;714482;;714482;176874
2021-07-03;8;Vorarlberg;686477;;686477;145252
2021-07-03;9;Wien;3124906;;3124906;913976
2021-07-03;10;Österreich;9422316;;9422316;4889248
2021-07-04;1;Burgenland;561552;;561552;358918
2021-07-04;2;Kärnten;481267;;481267;217803
2021-07-04;3;Niederösterreich;1098953;;1098953;1171835
2021-07-04;4;Oberösterreich;823528;;823528;699946
2021-07-04;5;Salzburg;554784;;554784;250179
2021-07-04;6;Steiermark;1436709;;1436709;959275
2021-07-04;7;Tirol;723541;;723541;177919
2021-07-04;8;Vorarlberg;697094;;697094;145474
2021-07-04;9;Wien;3172325;;3172325;913738
2021-07-04;10;Österreich;9549753;;9549753;4895087
2021-07-05;1;Burgenland;558310;;558310;359669
2021-07-05;2;Kärnten;478057;;478057;219411
2021-07-05;3;Niederösterreich;1094189;;1094189;1175975
2021-07-05;4;Oberösterreich;818656;;818656;702034
2021-07-05;5;Salzburg;551290;;551290;250971
2021-07-05;6;Steiermark;1429069;;1429069;962013
2021-07-05;7;Tirol;718526;;718526;178694
2021-07-05;8;Vorarlberg;695237;;695237;145792
2021-07-05;9;Wien;3159582;;3159582;915623
2021-07-05;10;Österreich;9502916;;9502916;4910182
2021-07-06;1;Burgenland;563173;;563173;362652
2021-07-06;2;Kärnten;482411;;482411;221583
2021-07-06;3;Niederösterreich;1104822;;1104822;1184056
2021-07-06;4;Oberösterreich;824530;;824530;706759
2021-07-06;5;Salzburg;554930;;554930;253183
2021-07-06;6;Steiermark;1441726;;1441726;971067
2021-07-06;7;Tirol;724446;;724446;179426
2021-07-06;8;Vorarlberg;699440;;699440;146552
2021-07-06;9;Wien;3208318;;3208318;922948
2021-07-06;10;Österreich;9603796;;9603796;4948226
2021-07-07;1;Burgenland;566692;;566692;364322
2021-07-07;2;Kärnten;485074;;485074;223255
2021-07-07;3;Niederösterreich;1113794;;1113794;1190249
2021-07-07;4;Oberösterreich;828823;;828823;709697
2021-07-07;5;Salzburg;557334;;557334;254303
2021-07-07;6;Steiermark;1450012;;1450012;976090
2021-07-07;7;Tirol;728938;;728938;180475
2021-07-07;8;Vorarlberg;703055;;703055;147390
2021-07-07;9;Wien;3246316;;3246316;927012
2021-07-07;10;Österreich;9680038;;9680038;4972793
2021-07-08;1;Burgenland;570989;;570989;366771
2021-07-08;2;Kärnten;488636;;488636;225256
2021-07-08;3;Niederösterreich;1122234;;1122234;1196583
2021-07-08;4;Oberösterreich;833865;;833865;713400
2021-07-08;5;Salzburg;560209;;560209;255788
2021-07-08;6;Steiermark;1460434;;1460434;982270
2021-07-08;7;Tirol;733816;;733816;181307
2021-07-08;8;Vorarlberg;706880;;706880;148084
2021-07-08;9;Wien;3288020;;3288020;933536
2021-07-08;10;Österreich;9765083;;9765083;5002995
2021-07-09;1;Burgenland;574574;;574574;368481
2021-07-09;2;Kärnten;491766;;491766;227233
2021-07-09;3;Niederösterreich;1130778;;1130778;1202463
2021-07-09;4;Oberösterreich;838553;;838553;716398
2021-07-09;5;Salzburg;562976;;562976;257048
2021-07-09;6;Steiermark;1469606;;1469606;986846
2021-07-09;7;Tirol;738761;;738761;182544
2021-07-09;8;Vorarlberg;710360;;710360;148737
2021-07-09;9;Wien;3326870;;3326870;937762
2021-07-09;10;Österreich;9844244;;9844244;5027512
2021-07-10;1;Burgenland;579699;;579699;370511
2021-07-10;2;Kärnten;498328;;498328;229939
2021-07-10;3;Niederösterreich;1143732;;1143732;1209334
2021-07-10;4;Oberösterreich;847166;;847166;720553
2021-07-10;5;Salzburg;567921;;567921;258386
2021-07-10;6;Steiermark;1485972;;1485972;992738
2021-07-10;7;Tirol;748147;;748147;183608
2021-07-10;8;Vorarlberg;717739;;717739;149714
2021-07-10;9;Wien;3372657;;3372657;941662
2021-07-10;10;Österreich;9961361;;9961361;5056445
2021-07-11;1;Burgenland;583131;;583131;371660
2021-07-11;2;Kärnten;501610;;501610;231623
2021-07-11;3;Niederösterreich;1152133;;1152133;1213077
2021-07-11;4;Oberösterreich;851728;;851728;720961
2021-07-11;5;Salzburg;570421;;570421;258822
2021-07-11;6;Steiermark;1494128;;1494128;993504
2021-07-11;7;Tirol;752953;;752953;184675
2021-07-11;8;Vorarlberg;724172;;724172;150043
2021-07-11;9;Wien;3399539;;3399539;942295
2021-07-11;10;Österreich;10029815;;10029815;5066660
2021-07-12;1;Burgenland;583887;;583887;372467
2021-07-12;2;Kärnten;501778;;501778;232361
2021-07-12;3;Niederösterreich;1153428;;1153428;1216126
2021-07-12;4;Oberösterreich;852329;;852329;722049
2021-07-12;5;Salzburg;570645;;570645;259413
2021-07-12;6;Steiermark;1495201;;1495201;995571
2021-07-12;7;Tirol;753123;;753123;185313
2021-07-12;8;Vorarlberg;727073;;727073;150332
2021-07-12;9;Wien;3405237;;3405237;942946
2021-07-12;10;Österreich;10042701;;10042701;5076578
2021-07-13;1;Burgenland;588399;;588399;375319
2021-07-13;2;Kärnten;506556;;506556;234753
2021-07-13;3;Niederösterreich;1163297;;1163297;1223638
2021-07-13;4;Oberösterreich;858366;;858366;726395
2021-07-13;5;Salzburg;574326;;574326;261339
2021-07-13;6;Steiermark;1507921;;1507921;1004555
2021-07-13;7;Tirol;759738;;759738;185980
2021-07-13;8;Vorarlberg;731690;;731690;151061
2021-07-13;9;Wien;3452422;;3452422;949349
2021-07-13;10;Österreich;10142715;;10142715;5112389
2021-07-14;1;Burgenland;591482;;591482;376772
2021-07-14;2;Kärnten;509263;;509263;236561
2021-07-14;3;Niederösterreich;1170728;;1170728;1228716
2021-07-14;4;Oberösterreich;862670;;862670;729026
2021-07-14;5;Salzburg;576772;;576772;262381
2021-07-14;6;Steiermark;1515877;;1515877;1008812
2021-07-14;7;Tirol;763892;;763892;187651
2021-07-14;8;Vorarlberg;734770;;734770;151918
2021-07-14;9;Wien;3485461;;3485461;953225
2021-07-14;10;Österreich;10210915;;10210915;5135062
2021-07-15;1;Burgenland;599864;;599864;379080
2021-07-15;2;Kärnten;517031;;517031;238851
2021-07-15;3;Niederösterreich;1186804;;1186804;1234332
2021-07-15;4;Oberösterreich;874161;;874161;732383
2021-07-15;5;Salzburg;583775;;583775;263821
2021-07-15;6;Steiermark;1535766;;1535766;1015317
2021-07-15;7;Tirol;775100;;775100;188481
2021-07-15;8;Vorarlberg;743863;;743863;152692
2021-07-15;9;Wien;3545304;;3545304;958461
2021-07-15;10;Österreich;10361668;;10361668;5163418
2021-07-16;1;Burgenland;598712;;598712;378860
2021-07-16;2;Kärnten;516589;;516589;241083
2021-07-16;3;Niederösterreich;1186688;;1186688;1239804
2021-07-16;4;Oberösterreich;873227;;873227;735035
2021-07-16;5;Salzburg;582483;;582483;264951
2021-07-16;6;Steiermark;1535249;;1535249;1021528
2021-07-16;7;Tirol;774218;;774218;189761
2021-07-16;8;Vorarlberg;742444;;742444;153347
2021-07-16;9;Wien;3555796;;3555796;962720
2021-07-16;10;Österreich;10365406;;10365406;5187089
2021-07-17;1;Burgenland;603837;;603837;380907
2021-07-17;2;Kärnten;522843;;522843;243803
2021-07-17;3;Niederösterreich;1199283;;1199283;1246215
2021-07-17;4;Oberösterreich;881261;;881261;739049
2021-07-17;5;Salzburg;586976;;586976;266351
2021-07-17;6;Steiermark;1550407;;1550407;1027466
2021-07-17;7;Tirol;782115;;782115;190993
2021-07-17;8;Vorarlberg;748786;;748786;154323
2021-07-17;9;Wien;3599603;;3599603;966461
2021-07-17;10;Österreich;10475111;;10475111;5215568
2021-07-18;1;Burgenland;606735;;606735;382018
2021-07-18;2;Kärnten;525999;;525999;245590
2021-07-18;3;Niederösterreich;1207095;;1207095;1249546
2021-07-18;4;Oberösterreich;885947;;885947;739444
2021-07-18;5;Salzburg;589266;;589266;266759
2021-07-18;6;Steiermark;1557264;;1557264;1028194
2021-07-18;7;Tirol;785948;;785948;192231
2021-07-18;8;Vorarlberg;753989;;753989;154676
2021-07-18;9;Wien;3621982;;3621982;967118
2021-07-18;10;Österreich;10534225;;10534225;5225576
2021-07-19;1;Burgenland;607585;;607585;382910
2021-07-19;2;Kärnten;526186;;526186;246478
2021-07-19;3;Niederösterreich;1208399;;1208399;1252388
2021-07-19;4;Oberösterreich;886472;;886472;740569
2021-07-19;5;Salzburg;589500;;589500;267170
2021-07-19;6;Steiermark;1558116;;1558116;1030390
2021-07-19;7;Tirol;786128;;786128;192868
2021-07-19;8;Vorarlberg;756169;;756169;154882
2021-07-19;9;Wien;3627112;;3627112;968049
2021-07-19;10;Österreich;10545667;;10545667;5235704
2021-07-20;1;Burgenland;611894;;611894;386025
2021-07-20;2;Kärnten;531144;;531144;248990
2021-07-20;3;Niederösterreich;1217781;;1217781;1259931
2021-07-20;4;Oberösterreich;892072;;892072;744817
2021-07-20;5;Salzburg;593020;;593020;268925
2021-07-20;6;Steiermark;1570106;;1570106;1038380
2021-07-20;7;Tirol;792046;;792046;193642
2021-07-20;8;Vorarlberg;760248;;760248;155521
2021-07-20;9;Wien;3668583;;3668583;973919
2021-07-20;10;Österreich;10636894;;10636894;5270150
2021-07-21;1;Burgenland;614832;;614832;387493
2021-07-21;2;Kärnten;533973;;533973;250737
2021-07-21;3;Niederösterreich;1225101;;1225101;1264929
2021-07-21;4;Oberösterreich;896480;;896480;747317
2021-07-21;5;Salzburg;595497;;595497;270017
2021-07-21;6;Steiermark;1577615;;1577615;1042621
2021-07-21;7;Tirol;796346;;796346;195133
2021-07-21;8;Vorarlberg;763637;;763637;156202
2021-07-21;9;Wien;3698129;;3698129;977990
2021-07-21;10;Österreich;10701610;;10701610;5292439
2021-07-22;1;Burgenland;618552;;618552;389680
2021-07-22;2;Kärnten;537954;;537954;253042
2021-07-22;3;Niederösterreich;1232741;;1232741;1270493
2021-07-22;4;Oberösterreich;901576;;901576;750527
2021-07-22;5;Salzburg;598363;;598363;271258
2021-07-22;6;Steiermark;1587486;;1587486;1048436
2021-07-22;7;Tirol;801520;;801520;196288
2021-07-22;8;Vorarlberg;768038;;768038;156856
2021-07-22;9;Wien;3731573;;3731573;983329
2021-07-22;10;Österreich;10777803;;10777803;5319909
2021-07-23;1;Burgenland;621693;;621693;391464
2021-07-23;2;Kärnten;541303;;541303;255203
2021-07-23;3;Niederösterreich;1240829;;1240829;1275940
2021-07-23;4;Oberösterreich;906787;;906787;753020
2021-07-23;5;Salzburg;601084;;601084;272440
2021-07-23;6;Steiermark;1595545;;1595545;1052584
2021-07-23;7;Tirol;806218;;806218;197628
2021-07-23;8;Vorarlberg;772024;;772024;157378
2021-07-23;9;Wien;3761688;;3761688;988185
2021-07-23;10;Österreich;10847171;;10847171;5343842
2021-07-24;1;Burgenland;626360;;626360;393237
2021-07-24;2;Kärnten;547454;;547454;258053
2021-07-24;3;Niederösterreich;1252913;;1252913;1282112
2021-07-24;4;Oberösterreich;915087;;915087;756546
2021-07-24;5;Salzburg;605472;;605472;273937
2021-07-24;6;Steiermark;1610115;;1610115;1058245
2021-07-24;7;Tirol;813708;;813708;198788
2021-07-24;8;Vorarlberg;778597;;778597;158062
2021-07-24;9;Wien;3800705;;3800705;990801
2021-07-24;10;Österreich;10950411;;10950411;5369781
2021-07-25;1;Burgenland;629301;;629301;394300
2021-07-25;2;Kärnten;550988;;550988;259941
2021-07-25;3;Niederösterreich;1260588;;1260588;1285390
2021-07-25;4;Oberösterreich;919595;;919595;756946
2021-07-25;5;Salzburg;607782;;607782;274414
2021-07-25;6;Steiermark;1617028;;1617028;1059101
2021-07-25;7;Tirol;817571;;817571;199936
2021-07-25;8;Vorarlberg;783696;;783696;158425
2021-07-25;9;Wien;3823338;;3823338;991822
2021-07-25;10;Österreich;11009887;;11009887;5380275
2021-07-26;1;Burgenland;630171;;630171;395102
2021-07-26;2;Kärnten;551205;;551205;260880
2021-07-26;3;Niederösterreich;1261726;;1261726;1288142
2021-07-26;4;Oberösterreich;920115;;920115;757942
2021-07-26;5;Salzburg;607985;;607985;274919
2021-07-26;6;Steiermark;1617939;;1617939;1061026
2021-07-26;7;Tirol;817738;;817738;200701
2021-07-26;8;Vorarlberg;785734;;785734;158709
2021-07-26;9;Wien;3828640;;3828640;992887
2021-07-26;10;Österreich;11021253;;11021253;5390308
2021-07-27;1;Burgenland;634313;;634313;397812
2021-07-27;2;Kärnten;555950;;555950;263520
2021-07-27;3;Niederösterreich;1270766;;1270766;1294851
2021-07-27;4;Oberösterreich;925608;;925608;761858
2021-07-27;5;Salzburg;611275;;611275;276845
2021-07-27;6;Steiermark;1628643;;1628643;1068121
2021-07-27;7;Tirol;823243;;823243;201490
2021-07-27;8;Vorarlberg;789542;;789542;159156
2021-07-27;9;Wien;3867012;;3867012;998524
2021-07-27;10;Österreich;11106352;;11106352;5422177
2021-07-28;1;Burgenland;637037;;637037;399242
2021-07-28;2;Kärnten;558838;;558838;265444
2021-07-28;3;Niederösterreich;1277581;;1277581;1299409
2021-07-28;4;Oberösterreich;929533;;929533;763806
2021-07-28;5;Salzburg;613541;;613541;277948
2021-07-28;6;Steiermark;1635055;;1635055;1072092
2021-07-28;7;Tirol;827067;;827067;203175
2021-07-28;8;Vorarlberg;792351;;792351;159810
2021-07-28;9;Wien;3892907;;3892907;1002212
2021-07-28;10;Österreich;11163910;;11163910;5443138
2021-07-29;1;Burgenland;640441;;640441;401548
2021-07-29;2;Kärnten;562603;;562603;267772
2021-07-29;3;Niederösterreich;1284915;;1284915;1304333
2021-07-29;4;Oberösterreich;934100;;934100;766680
2021-07-29;5;Salzburg;616345;;616345;279246
2021-07-29;6;Steiermark;1643808;;1643808;1077319
2021-07-29;7;Tirol;831505;;831505;204291
2021-07-29;8;Vorarlberg;795625;;795625;160333
2021-07-29;9;Wien;3923472;;3923472;1006859
2021-07-29;10;Österreich;11232814;;11232814;5468381
2021-07-30;1;Burgenland;643377;;643377;403118
2021-07-30;2;Kärnten;565952;;565952;269789
2021-07-30;3;Niederösterreich;1292236;;1292236;1309115
2021-07-30;4;Oberösterreich;939106;;939106;768920
2021-07-30;5;Salzburg;618866;;618866;280677
2021-07-30;6;Steiermark;1650815;;1650815;1081094
2021-07-30;7;Tirol;835854;;835854;205525
2021-07-30;8;Vorarlberg;799274;;799274;160816
2021-07-30;9;Wien;3952181;;3952181;1010296
2021-07-30;10;Österreich;11297661;;11297661;5489350
2021-07-31;1;Burgenland;647631;;647631;405159
2021-07-31;2;Kärnten;572148;;572148;272435
2021-07-31;3;Niederösterreich;1303427;;1303427;1314776
2021-07-31;4;Oberösterreich;946912;;946912;771906
2021-07-31;5;Salzburg;622775;;622775;282153
2021-07-31;6;Steiermark;1662829;;1662829;1085840
2021-07-31;7;Tirol;841974;;841974;206772
2021-07-31;8;Vorarlberg;804383;;804383;161231
2021-07-31;9;Wien;3988633;;3988633;1013715
2021-07-31;10;Österreich;11390712;;11390712;5513987
2021-08-01;1;Burgenland;650360;;650360;406233
2021-08-01;2;Kärnten;575372;;575372;274393
2021-08-01;3;Niederösterreich;1310518;;1310518;1317919
2021-08-01;4;Oberösterreich;951680;;951680;772380
2021-08-01;5;Salzburg;625045;;625045;282802
2021-08-01;6;Steiermark;1668584;;1668584;1086598
2021-08-01;7;Tirol;845290;;845290;207957
2021-08-01;8;Vorarlberg;808682;;808682;161464
2021-08-01;9;Wien;4009463;;4009463;1014591
2021-08-01;10;Österreich;11444994;;11444994;5524337
2021-08-02;1;Burgenland;651031;;651031;406933
2021-08-02;2;Kärnten;575522;;575522;275058
2021-08-02;3;Niederösterreich;1311555;;1311555;1320395
2021-08-02;4;Oberösterreich;952230;;952230;773370
2021-08-02;5;Salzburg;625245;;625245;283419
2021-08-02;6;Steiermark;1669238;;1669238;1087994
2021-08-02;7;Tirol;845443;;845443;208782
2021-08-02;8;Vorarlberg;810600;;810600;161786
2021-08-02;9;Wien;4014299;;4014299;1015433
2021-08-02;10;Österreich;11455163;;11455163;5533170
2021-08-03;1;Burgenland;654968;;654968;409647
2021-08-03;2;Kärnten;580355;;580355;277897
2021-08-03;3;Niederösterreich;1320623;;1320623;1326893
2021-08-03;4;Oberösterreich;957721;;957721;776751
2021-08-03;5;Salzburg;628663;;628663;285728
2021-08-03;6;Steiermark;1679242;;1679242;1093304
2021-08-03;7;Tirol;850834;;850834;209732
2021-08-03;8;Vorarlberg;814409;;814409;162116
2021-08-03;9;Wien;4051357;;4051357;1020558
2021-08-03;10;Österreich;11538172;;11538172;5562626
2021-08-04;1;Burgenland;657393;;657393;411104
2021-08-04;2;Kärnten;583149;;583149;279613
2021-08-04;3;Niederösterreich;1327284;;1327284;1331256
2021-08-04;4;Oberösterreich;961501;;961501;778579
2021-08-04;5;Salzburg;630926;;630926;286848
2021-08-04;6;Steiermark;1684841;;1684841;1096076
2021-08-04;7;Tirol;854408;;854408;211234
2021-08-04;8;Vorarlberg;817216;;817216;162756
2021-08-04;9;Wien;4076125;;4076125;1023426
2021-08-04;10;Österreich;11592843;;11592843;5580892
2021-08-05;1;Burgenland;660687;;660687;413276
2021-08-05;2;Kärnten;586705;;586705;282111
2021-08-05;3;Niederösterreich;1334272;;1334272;1335872
2021-08-05;4;Oberösterreich;965912;;965912;780998
2021-08-05;5;Salzburg;633697;;633697;288515
2021-08-05;6;Steiermark;1692271;;1692271;1100156
2021-08-05;7;Tirol;858837;;858837;212311
2021-08-05;8;Vorarlberg;820572;;820572;163041
2021-08-05;9;Wien;4104102;;4104102;1027730
2021-08-05;10;Österreich;11657055;;11657055;5604010
2021-08-06;1;Burgenland;663316;;663316;414832
2021-08-06;2;Kärnten;589778;;589778;284370
2021-08-06;3;Niederösterreich;1341242;;1341242;1340002
2021-08-06;4;Oberösterreich;970349;;970349;782717
2021-08-06;5;Salzburg;636087;;636087;289963
2021-08-06;6;Steiermark;1698742;;1698742;1102505
2021-08-06;7;Tirol;862951;;862951;213589
2021-08-06;8;Vorarlberg;823558;;823558;163468
2021-08-06;9;Wien;4127832;;4127832;1030760
2021-08-06;10;Österreich;11713855;;11713855;5622206
2021-08-07;1;Burgenland;667277;;667277;416655
2021-08-07;2;Kärnten;595269;;595269;287346
2021-08-07;3;Niederösterreich;1351537;;1351537;1345371
2021-08-07;4;Oberösterreich;976958;;976958;785005
2021-08-07;5;Salzburg;639844;;639844;291521
2021-08-07;6;Steiermark;1709540;;1709540;1105728
2021-08-07;7;Tirol;869443;;869443;214908
2021-08-07;8;Vorarlberg;828447;;828447;163903
2021-08-07;9;Wien;4161494;;4161494;1033449
2021-08-07;10;Österreich;11799809;;11799809;5643886
2021-08-08;1;Burgenland;669734;;669734;417772
2021-08-08;2;Kärnten;598596;;598596;289568
2021-08-08;3;Niederösterreich;1358310;;1358310;1348373
2021-08-08;4;Oberösterreich;980786;;980786;785358
2021-08-08;5;Salzburg;642134;;642134;292323
2021-08-08;6;Steiermark;1714952;;1714952;1106606
2021-08-08;7;Tirol;872645;;872645;216117
2021-08-08;8;Vorarlberg;832090;;832090;164051
2021-08-08;9;Wien;4183024;;4183024;1034856
2021-08-08;10;Österreich;11852271;;11852271;5655024
2021-08-09;1;Burgenland;670415;;670415;418482
2021-08-09;2;Kärnten;598743;;598743;290551
2021-08-09;3;Niederösterreich;1359292;;1359292;1351033
2021-08-09;4;Oberösterreich;981220;;981220;786471
2021-08-09;5;Salzburg;642373;;642373;292859
2021-08-09;6;Steiermark;1715538;;1715538;1107867
2021-08-09;7;Tirol;872832;;872832;217064
2021-08-09;8;Vorarlberg;833897;;833897;164242
2021-08-09;9;Wien;4188111;;4188111;1036041
2021-08-09;10;Österreich;11862421;;11862421;5664610
2021-08-10;1;Burgenland;674179;;674179;421227
2021-08-10;2;Kärnten;603336;;603336;292221
2021-08-10;3;Niederösterreich;1368103;;1368103;1356228
2021-08-10;4;Oberösterreich;986278;;986278;789093
2021-08-10;5;Salzburg;645707;;645707;294785
2021-08-10;6;Steiermark;1724501;;1724501;1112290
2021-08-10;7;Tirol;878126;;878126;217771
2021-08-10;8;Vorarlberg;837495;;837495;164617
2021-08-10;9;Wien;4222888;;4222888;1039800
2021-08-10;10;Österreich;11940613;;11940613;5688032
2021-08-11;1;Burgenland;676544;;676544;422904
2021-08-11;2;Kärnten;606063;;606063;295352
2021-08-11;3;Niederösterreich;1374611;;1374611;1361750
2021-08-11;4;Oberösterreich;989763;;989763;791558
2021-08-11;5;Salzburg;647789;;647789;296286
2021-08-11;6;Steiermark;1730053;;1730053;1115831
2021-08-11;7;Tirol;881840;;881840;219417
2021-08-11;8;Vorarlberg;840360;;840360;165145
2021-08-11;9;Wien;4247968;;4247968;1044157
