"Stamp","Date","RegionID","Region","Population","newConfirmed","rmaConfirmed","newConfPop","newRecovered","newDeaths","sumConfirmed","sumRecovered","sumDeaths"
2020-02-26,2020-02-26,203,"Hermagor",18054,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,310,"Hollabrunn",51033,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,311,"Horn",30936,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,702,"Imst",60474,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,703,"Innsbruck-Land",180453,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,701,"Innsbruck-Stadt",131961,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,105,"Jennersdorf",17097,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,409,"Kirchdorf an der Krems",57071,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,704,"Kitzbühel",64168,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,204,"Klagenfurt Land",60014,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,201,"Klagenfurt Stadt",101300,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,312,"Korneuburg",91254,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,301,"Krems an der Donau(Stadt)",25036,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,313,"Krems(Land)",56487,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,705,"Kufstein",110287,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,706,"Landeck",44386,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,610,"Leibnitz",84756,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,611,"Leoben",59700,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,707,"Lienz",48738,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,612,"Liezen",79652,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,314,"Lilienfeld",25655,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,410,"Linz-Land",151371,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,401,"Linz(Stadt)",206595,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,106,"Mattersburg",40042,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,315,"Melk",78191,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,316,"Mistelbach",75625,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,317,"Mödling",119115,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,614,"Murau",27543,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,620,"Murtal",71698,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,318,"Neunkirchen",86343,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,107,"Neusiedl am See",59990,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,108,"Oberpullendorf",37384,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,109,"Oberwart",54192,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,411,"Perg",68968,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,708,"Reutte",32838,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,412,"Ried im Innkreis",61690,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,413,"Rohrbach",56545,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,102,"Rust(Stadt)",1980,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,503,"Salzburg-Umgebung",153492,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,501,"Salzburg(Stadt)",155021,NA,0,NA,NA,NA,0,0,0
2020-02-26,2020-02-26,504,"Sankt Johann im Pongau",81194,NA,0,NA,NA,NA,0,0,0
