"Stamp","Date","RegionID","Region","Population","newConfirmed","rmaConfirmed","newConfPop","newRecovered","newDeaths","sumConfirmed","sumRecovered","sumDeaths"
2020-04-21,2020-04-21,308,"Gänserndorf",104782,0.857142857142857,6,0.818024906131642,3.42857142857143,0,87,70,1
2020-04-21,2020-04-21,309,"Gmünd",36553,0.142857142857143,1,0.390821937617002,0,0,13,6,0
2020-04-21,2020-04-21,407,"Gmunden",101859,0.571428571428571,4,0.560999589067801,1.14285714285714,0,65,55,1
2020-04-21,2020-04-21,606,"Graz-Umgebung",156070,2.71428571428571,19,1.73914635374237,5.42857142857143,0.857142857142857,230,103,28
2020-04-21,2020-04-21,601,"Graz(Stadt)",291072,3,21,1.030672823219,9,1.28571428571429,409,218,29
2020-04-21,2020-04-21,408,"Grieskirchen",64875,0.714285714285714,5,1.1010184420589,2.71428571428571,0,73,50,1
2020-04-21,2020-04-21,104,"Güssing",25699,0.285714285714286,2,1.11177199779869,1.28571428571429,0,24,18,0
2020-04-21,2020-04-21,502,"Hallein",60824,0.142857142857143,1,0.234869694293606,2.14285714285714,0,66,53,1
2020-04-21,2020-04-21,622,"Hartberg-Fürstenfeld",90606,2.14285714285714,15,2.36502786002819,5.85714285714286,0.285714285714286,306,117,33
2020-04-21,2020-04-21,203,"Hermagor",18054,0,0,0,0,0,7,6,0
2020-04-21,2020-04-21,310,"Hollabrunn",51033,0.285714285714286,2,0.559861826101318,1.42857142857143,0,34,27,0
2020-04-21,2020-04-21,311,"Horn",30936,0.428571428571429,3,1.38534855369611,1.14285714285714,0.142857142857143,43,25,4
2020-04-21,2020-04-21,702,"Imst",60474,1.14285714285714,8,1.88983223014377,7.42857142857143,0.142857142857143,284,207,6
2020-04-21,2020-04-21,703,"Innsbruck-Land",180453,0.714285714285714,5,0.395829226605108,9,0.142857142857143,382,331,11
2020-04-21,2020-04-21,701,"Innsbruck-Stadt",131961,1.28571428571429,9,0.974313839478547,2.85714285714286,0,419,372,6
2020-04-21,2020-04-21,105,"Jennersdorf",17097,0,0,0,0.142857142857143,0,9,8,0
2020-04-21,2020-04-21,409,"Kirchdorf an der Krems",57071,0.428571428571429,3,0.750944312472935,0.714285714285714,0,42,30,1
2020-04-21,2020-04-21,704,"Kitzbühel",64168,0.714285714285714,5,1.11314941136659,13.5714285714286,0.285714285714286,356,310,10
2020-04-21,2020-04-21,204,"Klagenfurt Land",60014,0,0,1.26882631385732e-16,1,0.142857142857143,43,35,2
2020-04-21,2020-04-21,201,"Klagenfurt Stadt",101300,0,0,6.34413156928661e-17,1.71428571428571,0.142857142857143,82,57,3
2020-04-21,2020-04-21,312,"Korneuburg",91254,0.857142857142857,6,0.939293463456788,3,0,155,120,5
2020-04-21,2020-04-21,301,"Krems an der Donau(Stadt)",25036,0.285714285714286,2,1.14121379499235,1,0.142857142857143,35,26,3
2020-04-21,2020-04-21,313,"Krems(Land)",56487,1,7,1.77031883442208,3.57142857142857,0.285714285714286,141,107,8
2020-04-21,2020-04-21,705,"Kufstein",110287,2.71428571428571,19,2.46111120466212,14.7142857142857,0.714285714285714,505,395,33
2020-04-21,2020-04-21,706,"Landeck",44386,2.42857142857143,17,5.47148071142123,38.1428571428571,0,921,858,15
2020-04-21,2020-04-21,610,"Leibnitz",84756,0.857142857142857,6,1.01130640561477,4.42857142857143,0,176,156,4
2020-04-21,2020-04-21,611,"Leoben",59700,0,0,3.1720657846433e-17,1.14285714285714,0,24,19,3
2020-04-21,2020-04-21,707,"Lienz",48738,0.571428571428571,4,1.17244977518276,4.28571428571429,0.571428571428571,148,118,6
2020-04-21,2020-04-21,612,"Liezen",79652,0.571428571428571,4,0.717406432266071,3.57142857142857,0,86,56,1
2020-04-21,2020-04-21,314,"Lilienfeld",25655,0,0,0,1.57142857142857,0,41,30,4
2020-04-21,2020-04-21,410,"Linz-Land",151371,0.714285714285714,5,0.471877515697006,7,0.285714285714286,200,156,9
2020-04-21,2020-04-21,401,"Linz(Stadt)",206595,0.428571428571429,3,0.207445208534296,11.2857142857143,0,301,249,9
2020-04-21,2020-04-21,106,"Mattersburg",40042,1,7,2.49737775335897,0.571428571428571,0.142857142857143,41,26,1
2020-04-21,2020-04-21,315,"Melk",78191,1.28571428571429,9,1.64432515981927,2.85714285714286,0,169,98,4
2020-04-21,2020-04-21,316,"Mistelbach",75625,0.857142857142857,6,1.13341204250295,2.71428571428571,0,128,97,4
2020-04-21,2020-04-21,317,"Mödling",119115,0.571428571428571,4,0.479728473683895,3.85714285714286,0.285714285714286,160,130,6
2020-04-21,2020-04-21,614,"Murau",27543,0,0,0,0.285714285714286,0,3,3,0
2020-04-21,2020-04-21,620,"Murtal",71698,0.142857142857143,1,0.199248434903544,1.14285714285714,0,35,23,1
2020-04-21,2020-04-21,318,"Neunkirchen",86343,0.714285714285714,5,0.827265342049401,6.42857142857143,0,183,158,3
2020-04-21,2020-04-21,107,"Neusiedl am See",59990,0.571428571428571,4,0.952539708999119,0.714285714285714,0,56,40,2
2020-04-21,2020-04-21,108,"Oberpullendorf",37384,0.285714285714286,2,0.764268900369906,0.285714285714286,0,25,15,1
2020-04-21,2020-04-21,109,"Oberwart",54192,2.28571428571429,16,4.21780758361804,2,0,117,69,2
2020-04-21,2020-04-21,411,"Perg",68968,0.142857142857143,1,0.207135400268449,6.42857142857143,0,248,217,1
2020-04-21,2020-04-21,708,"Reutte",32838,0.142857142857143,1,0.435036064489746,1.14285714285714,0,58,42,1
2020-04-21,2020-04-21,412,"Ried im Innkreis",61690,0.142857142857143,1,0.231572609591737,1.57142857142857,0,46,33,0
2020-04-21,2020-04-21,413,"Rohrbach",56545,0.428571428571429,3,0.757929840961055,3.28571428571429,0,145,116,0
2020-04-21,2020-04-21,102,"Rust(Stadt)",1980,0,0,0,0,0,0,0,0
2020-04-21,2020-04-21,503,"Salzburg-Umgebung",153492,1.57142857142857,11,1.02378532524729,2.85714285714286,0.428571428571429,195,144,8
2020-04-21,2020-04-21,501,"Salzburg(Stadt)",155021,0.142857142857143,1,0.0921534133163525,2.85714285714286,0,142,118,1
2020-04-21,2020-04-21,504,"Sankt Johann im Pongau",81194,0.428571428571429,3,0.527836328511256,8.42857142857143,0.428571428571429,419,335,14
2020-04-21,2020-04-21,319,"Sankt Pölten(Land)",131729,1.71428571428571,12,1.30137305702291,6.85714285714286,0.142857142857143,264,202,10
2020-04-21,2020-04-21,302,"Sankt Pölten(Stadt)",55514,0.285714285714286,2,0.514670687960309,3.71428571428571,0,84,69,1
2020-04-21,2020-04-21,205,"Sankt Veit an der Glan",54186,0.142857142857143,1,0.263642163763966,1.42857142857143,0,55,34,0
2020-04-21,2020-04-21,414,"Schärding",57391,0,0,6.34413156928661e-17,1.71428571428571,0,58,53,1
2020-04-21,2020-04-21,320,"Scheibbs",41414,0.142857142857143,1,0.344948913065976,2.42857142857143,0,102,89,0
2020-04-21,2020-04-21,709,"Schwaz",84329,1,7,1.18583168305091,11.1428571428571,0.428571428571429,336,271,11
2020-04-21,2020-04-21,206,"Spittal an der Drau",75868,0.285714285714286,2,0.376593933824914,1.28571428571429,0,41,31,1
2020-04-21,2020-04-21,415,"Steyr-Land",60717,1.28571428571429,9,2.11755239177543,6,0.571428571428571,178,123,6
2020-04-21,2020-04-21,402,"Steyr(Stadt)",38056,1.14285714285714,8,3.00309318598156,1.85714285714286,0,60,36,1
2020-04-21,2020-04-21,623,"Südoststeiermark",84036,1.28571428571429,9,1.529956549234,1.57142857142857,0.142857142857143,59,35,1
2020-04-21,2020-04-21,505,"Tamsweg",20251,0,0,-1.26882631385732e-16,0.857142857142857,0,22,20,0
2020-04-21,2020-04-21,321,"Tulln",104593,0.571428571428571,4,0.546335387099109,2.14285714285714,0.142857142857143,152,107,5
2020-04-21,2020-04-21,416,"Urfahr-Umgebung",86005,0.142857142857143,1,0.166103299642047,6.85714285714286,0.142857142857143,286,220,4
2020-04-21,2020-04-21,207,"Villach Land",64618,0.142857142857143,1,0.221079486918727,0.428571428571429,0,48,36,2
2020-04-21,2020-04-21,202,"Villach Stadt",62882,0,0,6.34413156928661e-17,0.571428571428571,0,24,22,0
2020-04-21,2020-04-21,417,"Vöcklabruck",137297,0.142857142857143,1,0.104049719117783,2.14285714285714,0,105,91,4
2020-04-21,2020-04-21,616,"Voitsberg",51044,0.285714285714286,2,0.559741175680366,3.85714285714286,0,95,65,4
2020-04-21,2020-04-21,208,"Völkermarkt",41862,0,0,-6.34413156928661e-17,1,0,52,39,3
2020-04-21,2020-04-21,322,"Waidhofen an der Thaya",25682,0.714285714285714,5,2.78126981654744,0.714285714285714,0,69,18,0
2020-04-21,2020-04-21,303,"Waidhofen an der Ybbs(Stadt)",11222,0,0,0,0.285714285714286,0,22,16,3
2020-04-21,2020-04-21,617,"Weiz",90654,0.714285714285714,5,0.78792520383625,2.71428571428571,0.285714285714286,154,77,8
2020-04-21,2020-04-21,418,"Wels-Land",73777,0,0,2.53765262771464e-16,0.857142857142857,0,75,68,0
2020-04-21,2020-04-21,403,"Wels(Stadt)",62470,0.142857142857143,1,0.22868119554529,1.42857142857143,0,58,54,0
2020-04-21,2020-04-21,900,"Wien",1911191,24.1428571428571,169,1.26323623033266,46.7142857142857,4.71428571428571,2287,1598,142
2020-04-21,2020-04-21,323,"Wiener Neustadt(Land)",78307,1,7,1.27702504246108,1.85714285714286,0,71,39,4
2020-04-21,2020-04-21,304,"Wiener Neustadt(Stadt)",45823,0.142857142857143,1,0.311758599081559,1,0,42,32,0
2020-04-21,2020-04-21,209,"Wolfsberg",52607,0,0,0,0.571428571428571,0,46,35,1
2020-04-21,2020-04-21,506,"Zell am See",87628,1.85714285714286,13,2.11934867524405,5.14285714285714,0.142857142857143,346,307,7
2020-04-21,2020-04-21,325,"Zwettl",41987,0.285714285714286,2,0.68048273445182,1.71428571428571,0,70,34,2
2020-04-22,2020-04-22,305,"Amstetten",116520,1.28571428571429,9,1.10342798293365,6,0.285714285714286,288,206,15
2020-04-22,2020-04-22,306,"Baden",146751,1,7,0.681426361660227,3.71428571428571,0.142857142857143,133,103,3
2020-04-22,2020-04-22,801,"Bludenz",64107,0.571428571428571,4,0.891366888839863,3.85714285714286,0.142857142857143,254,220,3
2020-04-22,2020-04-22,404,"Braunau am Inn",105553,0.571428571428571,4,0.541366490226305,4.71428571428571,0.142857142857143,131,69,3
2020-04-22,2020-04-22,802,"Bregenz",134987,0.285714285714286,2,0.211660593771464,4.28571428571429,0.428571428571429,268,232,7
2020-04-22,2020-04-22,307,"Bruck an der Leitha",103735,0.428571428571429,3,0.413140626183476,2.28571428571429,0,79,53,4
2020-04-22,2020-04-22,621,"Bruck-Mürzzuschlag",98697,0.142857142857143,1,0.144743146050177,1.28571428571429,0.142857142857143,57,31,4
2020-04-22,2020-04-22,603,"Deutschlandsberg",60867,0.285714285714286,2,0.469407537276826,1.28571428571429,0.142857142857143,45,30,2
2020-04-22,2020-04-22,803,"Dornbirn",89912,1,7,1.11219859418098,1.28571428571429,0,154,120,3
2020-04-22,2020-04-22,405,"Eferding",33178,0.142857142857143,1,0.430577921686488,2.14285714285714,0.142857142857143,54,37,4
2020-04-22,2020-04-22,103,"Eisenstadt-Umgebung",43236,0.142857142857143,1,0.330412486948707,1.57142857142857,0.142857142857143,23,22,1
2020-04-22,2020-04-22,101,"Eisenstadt(Stadt)",14816,0.142857142857143,1,0.964208577599507,0.428571428571429,0,15,14,0
2020-04-22,2020-04-22,804,"Feldkirch",108133,0.285714285714286,2,0.264224876507898,2,0,210,184,1
2020-04-22,2020-04-22,210,"Feldkirchen",29902,0,0,0,1.14285714285714,0,14,12,1
2020-04-22,2020-04-22,406,"Freistadt",66861,1.42857142857143,10,2.13662886970196,1.85714285714286,0.428571428571429,114,92,3
2020-04-22,2020-04-22,308,"Gänserndorf",104782,0.714285714285714,5,0.681687421776368,3.14285714285714,0,89,71,1
2020-04-22,2020-04-22,309,"Gmünd",36553,0.142857142857143,1,0.390821937617002,0.142857142857143,0,13,7,0
2020-04-22,2020-04-22,407,"Gmunden",101859,0.714285714285714,5,0.701249486334751,0.857142857142857,0,66,57,1
2020-04-22,2020-04-22,606,"Graz-Umgebung",156070,2,14,1.28147626065227,4.85714285714286,1,234,104,29
2020-04-22,2020-04-22,601,"Graz(Stadt)",291072,3.28571428571429,23,1.12883213971604,8.42857142857143,1,415,224,29
2020-04-22,2020-04-22,408,"Grieskirchen",64875,0.428571428571429,3,0.660611065235343,2.71428571428571,0,73,51,1
2020-04-22,2020-04-22,104,"Güssing",25699,0.285714285714286,2,1.11177199779869,1,0,24,20,0
2020-04-22,2020-04-22,502,"Hallein",60824,0,0,0,1.28571428571429,0,66,53,1
2020-04-22,2020-04-22,622,"Hartberg-Fürstenfeld",90606,2,14,2.20735933602631,6.71428571428571,0.285714285714286,306,127,34
2020-04-22,2020-04-22,203,"Hermagor",18054,0,0,0,0.142857142857143,0,7,7,0
2020-04-22,2020-04-22,310,"Hollabrunn",51033,0.142857142857143,1,0.279930913050659,1.42857142857143,0,34,27,0
2020-04-22,2020-04-22,311,"Horn",30936,0.428571428571429,3,1.38534855369611,1.28571428571429,0.142857142857143,44,26,4
2020-04-22,2020-04-22,702,"Imst",60474,0.857142857142857,6,1.41737417260783,7.42857142857143,0.142857142857143,284,212,6
2020-04-22,2020-04-22,703,"Innsbruck-Land",180453,1.14285714285714,8,0.633326762568172,8.28571428571429,0.428571428571429,385,339,13
2020-04-22,2020-04-22,701,"Innsbruck-Stadt",131961,1.28571428571429,9,0.974313839478547,2,0,420,372,6
2020-04-22,2020-04-22,105,"Jennersdorf",17097,0,0,0,0,0,9,8,0
2020-04-22,2020-04-22,409,"Kirchdorf an der Krems",57071,0.285714285714286,2,0.500629541648623,0.571428571428571,0,42,30,1
2020-04-22,2020-04-22,704,"Kitzbühel",64168,0.571428571428571,4,0.890519529093274,9.85714285714286,0.285714285714286,356,312,11
2020-04-22,2020-04-22,204,"Klagenfurt Land",60014,0,0,1.26882631385732e-16,0.857142857142857,0.142857142857143,43,36,2
2020-04-22,2020-04-22,201,"Klagenfurt Stadt",101300,0,0,6.34413156928661e-17,1.85714285714286,0.142857142857143,82,59,3
2020-04-22,2020-04-22,312,"Korneuburg",91254,0.428571428571429,3,0.469646731728394,2.71428571428571,0,155,121,5
2020-04-22,2020-04-22,301,"Krems an der Donau(Stadt)",25036,0.428571428571429,3,1.71182069248853,0.714285714285714,0.142857142857143,36,26,3
2020-04-22,2020-04-22,313,"Krems(Land)",56487,1.28571428571429,9,2.27612421568553,3.85714285714286,0.285714285714286,143,109,8
2020-04-22,2020-04-22,705,"Kufstein",110287,1.57142857142857,11,1.4248538553307,11.7142857142857,0.428571428571429,506,409,33
2020-04-22,2020-04-22,706,"Landeck",44386,2,14,4.50592529175866,36.1428571428571,0,925,863,15
2020-04-22,2020-04-22,610,"Leibnitz",84756,0.857142857142857,6,1.01130640561477,3.85714285714286,0,179,157,4
2020-04-22,2020-04-22,611,"Leoben",59700,0,0,3.1720657846433e-17,1.14285714285714,0,24,20,3
2020-04-22,2020-04-22,707,"Lienz",48738,0.428571428571429,3,0.879337331387067,3.42857142857143,0.571428571428571,148,118,6
2020-04-22,2020-04-22,612,"Liezen",79652,0.571428571428571,4,0.717406432266071,3.57142857142857,0,86,56,1
2020-04-22,2020-04-22,314,"Lilienfeld",25655,0,0,0,1.71428571428571,0.142857142857143,41,33,5
2020-04-22,2020-04-22,410,"Linz-Land",151371,0.571428571428571,4,0.377502012557605,5.85714285714286,0.285714285714286,200,157,9
2020-04-22,2020-04-22,401,"Linz(Stadt)",206595,0.285714285714286,2,0.13829680568953,8.57142857142857,0,301,251,9
2020-04-22,2020-04-22,106,"Mattersburg",40042,1.14285714285714,8,2.85414600383883,0.428571428571429,0.142857142857143,42,27,1
2020-04-22,2020-04-22,315,"Melk",78191,0.571428571428571,4,0.730811182141898,3.28571428571429,0,169,105,4
2020-04-22,2020-04-22,316,"Mistelbach",75625,1,7,1.32231404958678,2.28571428571429,0,131,99,4
2020-04-22,2020-04-22,317,"Mödling",119115,0.571428571428571,4,0.479728473683895,3.42857142857143,0.285714285714286,161,131,6
2020-04-22,2020-04-22,614,"Murau",27543,0,0,0,0.285714285714286,0,3,3,0
2020-04-22,2020-04-22,620,"Murtal",71698,0.142857142857143,1,0.199248434903544,1.14285714285714,0,35,26,1
2020-04-22,2020-04-22,318,"Neunkirchen",86343,0.428571428571429,3,0.49635920522964,5.14285714285714,0,183,160,3
2020-04-22,2020-04-22,107,"Neusiedl am See",59990,0.571428571428571,4,0.952539708999119,0.714285714285714,0,56,41,2
2020-04-22,2020-04-22,108,"Oberpullendorf",37384,0.285714285714286,2,0.764268900369906,0.142857142857143,0,25,15,1
2020-04-22,2020-04-22,109,"Oberwart",54192,2.42857142857143,17,4.48142055759416,1.71428571428571,0.142857142857143,119,69,3
2020-04-22,2020-04-22,411,"Perg",68968,0.142857142857143,1,0.207135400268449,4.57142857142857,0,248,221,1
2020-04-22,2020-04-22,708,"Reutte",32838,0,0,-1.26882631385732e-16,1.14285714285714,0,58,43,1
2020-04-22,2020-04-22,412,"Ried im Innkreis",61690,0.142857142857143,1,0.231572609591737,1.28571428571429,0,46,34,0
2020-04-22,2020-04-22,413,"Rohrbach",56545,0.285714285714286,2,0.505286560640704,3.14285714285714,0,145,119,0
2020-04-22,2020-04-22,102,"Rust(Stadt)",1980,0,0,0,0,0,0,0,0
2020-04-22,2020-04-22,503,"Salzburg-Umgebung",153492,1.28571428571429,9,0.837642538838692,2.85714285714286,0.428571428571429,195,146,8
2020-04-22,2020-04-22,501,"Salzburg(Stadt)",155021,0.142857142857143,1,0.0921534133163525,2.85714285714286,0,142,121,1
2020-04-22,2020-04-22,504,"Sankt Johann im Pongau",81194,0.285714285714286,2,0.351890885674171,8.85714285714286,0.428571428571429,419,349,14
2020-04-22,2020-04-22,319,"Sankt Pölten(Land)",131729,1.28571428571429,9,0.976029792767185,6.14285714285714,0.142857142857143,265,208,10
2020-04-22,2020-04-22,302,"Sankt Pölten(Stadt)",55514,0.428571428571429,3,0.772006031940463,3.57142857142857,0,85,69,1
2020-04-22,2020-04-22,205,"Sankt Veit an der Glan",54186,0.142857142857143,1,0.263642163763966,1.42857142857143,0,55,35,0
2020-04-22,2020-04-22,414,"Schärding",57391,0.142857142857143,1,0.248919068943115,1.42857142857143,0,59,53,1
2020-04-22,2020-04-22,320,"Scheibbs",41414,0.142857142857143,1,0.344948913065976,2.57142857142857,0,102,91,0
2020-04-22,2020-04-22,709,"Schwaz",84329,1,7,1.18583168305091,9.85714285714286,0.285714285714286,336,275,11
2020-04-22,2020-04-22,206,"Spittal an der Drau",75868,0.285714285714286,2,0.376593933824914,1.28571428571429,0,41,33,1
2020-04-22,2020-04-22,415,"Steyr-Land",60717,0.857142857142857,6,1.41170159451695,5.57142857142857,0.571428571428571,178,125,7
2020-04-22,2020-04-22,402,"Steyr(Stadt)",38056,0.857142857142857,6,2.25231988948617,1.42857142857143,0,61,39,1
2020-04-22,2020-04-22,623,"Südoststeiermark",84036,1.14285714285714,8,1.35996137709689,2.42857142857143,0.142857142857143,60,41,1
2020-04-22,2020-04-22,505,"Tamsweg",20251,0,0,-1.26882631385732e-16,0.857142857142857,0,22,20,0
2020-04-22,2020-04-22,321,"Tulln",104593,0.857142857142857,6,0.819503080648664,1.28571428571429,0,154,108,5
2020-04-22,2020-04-22,416,"Urfahr-Umgebung",86005,0.142857142857143,1,0.166103299642047,6.28571428571429,0.142857142857143,286,227,4
2020-04-22,2020-04-22,207,"Villach Land",64618,0,0,0,1,0,48,41,2
2020-04-22,2020-04-22,202,"Villach Stadt",62882,0,0,6.34413156928661e-17,0.571428571428571,0,24,22,0
2020-04-22,2020-04-22,417,"Vöcklabruck",137297,0,0,-3.1720657846433e-17,2.14285714285714,0,105,93,4
2020-04-22,2020-04-22,616,"Voitsberg",51044,0.428571428571429,3,0.839611763520548,3,0,96,67,4
2020-04-22,2020-04-22,208,"Völkermarkt",41862,0,0,-6.34413156928661e-17,1.28571428571429,0,52,43,3
2020-04-22,2020-04-22,322,"Waidhofen an der Thaya",25682,0.857142857142857,6,3.33752377985693,1,0,70,21,0
2020-04-22,2020-04-22,303,"Waidhofen an der Ybbs(Stadt)",11222,0,0,0,0.285714285714286,0,22,16,3
2020-04-22,2020-04-22,617,"Weiz",90654,0.714285714285714,5,0.78792520383625,2.71428571428571,0.142857142857143,154,77,8
2020-04-22,2020-04-22,418,"Wels-Land",73777,0,0,2.53765262771464e-16,1.28571428571429,0,75,72,0
2020-04-22,2020-04-22,403,"Wels(Stadt)",62470,0.142857142857143,1,0.22868119554529,1.14285714285714,0,58,54,0
2020-04-22,2020-04-22,900,"Wien",1911191,24,168,1.25576145973898,41.8571428571429,4.71428571428571,2311,1644,144
2020-04-22,2020-04-22,323,"Wiener Neustadt(Land)",78307,0.857142857142857,6,1.09459289353807,2.28571428571429,0.142857142857143,71,42,5
2020-04-22,2020-04-22,304,"Wiener Neustadt(Stadt)",45823,0.142857142857143,1,0.311758599081559,1,0,42,33,0
2020-04-22,2020-04-22,209,"Wolfsberg",52607,0,0,0,0.714285714285714,0,46,36,1
2020-04-22,2020-04-22,506,"Zell am See",87628,1.57142857142857,11,1.79329503289881,4.42857142857143,0,346,312,7
2020-04-22,2020-04-22,325,"Zwettl",41987,0.428571428571429,3,1.02072410167773,2,0,71,37,2
2020-04-23,2020-04-23,305,"Amstetten",116520,1.28571428571429,9,1.10342798293365,5.42857142857143,0.142857142857143,289,210,15
2020-04-23,2020-04-23,306,"Baden",146751,0.857142857142857,6,0.584079738565909,4,0,133,109,3
2020-04-23,2020-04-23,801,"Bludenz",64107,0.428571428571429,3,0.668525166629897,3.85714285714286,0,254,222,3
2020-04-23,2020-04-23,404,"Braunau am Inn",105553,0.714285714285714,5,0.676708112782881,3.71428571428571,0.142857142857143,133,73,3
2020-04-23,2020-04-23,802,"Bregenz",134987,0.142857142857143,1,0.105830296885732,4.28571428571429,0.428571428571429,268,238,7
2020-04-23,2020-04-23,307,"Bruck an der Leitha",103735,0.428571428571429,3,0.413140626183476,2,0,79,55,4
2020-04-23,2020-04-23,621,"Bruck-Mürzzuschlag",98697,0.142857142857143,1,0.144743146050177,1,0.285714285714286,57,33,5
2020-04-23,2020-04-23,603,"Deutschlandsberg",60867,0.285714285714286,2,0.469407537276826,1.14285714285714,0.142857142857143,45,30,2
2020-04-23,2020-04-23,803,"Dornbirn",89912,1.14285714285714,8,1.2710841076354,1.71428571428571,0,155,124,3
2020-04-23,2020-04-23,405,"Eferding",33178,0.142857142857143,1,0.430577921686488,1.71428571428571,0.142857142857143,54,37,4
2020-04-23,2020-04-23,103,"Eisenstadt-Umgebung",43236,0,0,0,1.28571428571429,0,23,22,1
2020-04-23,2020-04-23,101,"Eisenstadt(Stadt)",14816,0.142857142857143,1,0.964208577599507,0.428571428571429,0,15,14,0
2020-04-23,2020-04-23,804,"Feldkirch",108133,0.285714285714286,2,0.264224876507898,2,0,210,186,1
2020-04-23,2020-04-23,210,"Feldkirchen",29902,0,0,0,0.571428571428571,0,14,12,1
2020-04-23,2020-04-23,406,"Freistadt",66861,1.28571428571429,9,1.92296598273177,1.85714285714286,0.285714285714286,115,93,3
2020-04-23,2020-04-23,308,"Gänserndorf",104782,0.857142857142857,6,0.818024906131642,2.57142857142857,0,91,71,1
2020-04-23,2020-04-23,309,"Gmünd",36553,0,0,0,0.142857142857143,0,13,7,0
2020-04-23,2020-04-23,407,"Gmunden",101859,0.714285714285714,5,0.701249486334751,1,0,66,58,1
2020-04-23,2020-04-23,606,"Graz-Umgebung",156070,2.42857142857143,17,1.55607831650633,4,0.714285714285714,237,112,29
2020-04-23,2020-04-23,601,"Graz(Stadt)",291072,2.71428571428571,19,0.93251350672195,7.85714285714286,0.857142857142857,420,229,29
2020-04-23,2020-04-23,408,"Grieskirchen",64875,0.428571428571429,3,0.660611065235343,2.57142857142857,0,73,52,1
2020-04-23,2020-04-23,104,"Güssing",25699,0.285714285714286,2,1.11177199779869,1,0,24,20,0
2020-04-23,2020-04-23,502,"Hallein",60824,0,0,0,1.42857142857143,0,66,56,1
2020-04-23,2020-04-23,622,"Hartberg-Fürstenfeld",90606,2,14,2.20735933602631,6.42857142857143,0.285714285714286,308,130,34
2020-04-23,2020-04-23,203,"Hermagor",18054,0,0,0,0.142857142857143,0,7,7,0
2020-04-23,2020-04-23,310,"Hollabrunn",51033,0.142857142857143,1,0.279930913050659,1.57142857142857,0,34,28,0
2020-04-23,2020-04-23,311,"Horn",30936,0.428571428571429,3,1.38534855369611,1.42857142857143,0,44,27,4
2020-04-23,2020-04-23,702,"Imst",60474,0.285714285714286,2,0.472458057535943,4.85714285714286,0.142857142857143,285,218,6
2020-04-23,2020-04-23,703,"Innsbruck-Land",180453,0.571428571428571,4,0.316663381284086,7.28571428571429,0.428571428571429,385,346,13
2020-04-23,2020-04-23,701,"Innsbruck-Stadt",131961,1.28571428571429,9,0.974313839478547,2,0,420,373,6
2020-04-23,2020-04-23,105,"Jennersdorf",17097,0,0,0,0,0,9,8,0
2020-04-23,2020-04-23,409,"Kirchdorf an der Krems",57071,0.285714285714286,2,0.500629541648623,0.857142857142857,0,42,32,1
2020-04-23,2020-04-23,704,"Kitzbühel",64168,0.571428571428571,4,0.890519529093274,7.85714285714286,0.285714285714286,357,316,11
2020-04-23,2020-04-23,204,"Klagenfurt Land",60014,0,0,1.26882631385732e-16,0.714285714285714,0.142857142857143,43,36,2
2020-04-23,2020-04-23,201,"Klagenfurt Stadt",101300,0,0,6.34413156928661e-17,2.57142857142857,0.142857142857143,82,67,3
2020-04-23,2020-04-23,312,"Korneuburg",91254,0.428571428571429,3,0.469646731728394,2.28571428571429,0,155,122,5
2020-04-23,2020-04-23,301,"Krems an der Donau(Stadt)",25036,0.571428571428571,4,2.28242758998471,0.714285714285714,0.142857142857143,37,26,3
2020-04-23,2020-04-23,313,"Krems(Land)",56487,1.14285714285714,8,2.0232215250538,2.42857142857143,0,143,111,8
2020-04-23,2020-04-23,705,"Kufstein",110287,1,7,0.906725180664992,9.85714285714286,0.428571428571429,506,418,33
2020-04-23,2020-04-23,706,"Landeck",44386,2,14,4.50592529175866,36,0,928,868,15
2020-04-23,2020-04-23,610,"Leibnitz",84756,0.571428571428571,4,0.674204270409849,3,0,179,159,4
2020-04-23,2020-04-23,611,"Leoben",59700,0,0,3.1720657846433e-17,0.857142857142857,0,24,20,3
2020-04-23,2020-04-23,707,"Lienz",48738,0,0,0,2.71428571428571,0.428571428571429,148,120,6
2020-04-23,2020-04-23,612,"Liezen",79652,0.571428571428571,4,0.717406432266071,3.28571428571429,0,87,59,1
2020-04-23,2020-04-23,314,"Lilienfeld",25655,0,0,0,1.57142857142857,0.142857142857143,41,34,5
2020-04-23,2020-04-23,410,"Linz-Land",151371,0.571428571428571,4,0.377502012557605,6,0.285714285714286,200,160,9
2020-04-23,2020-04-23,401,"Linz(Stadt)",206595,0.428571428571429,3,0.207445208534296,7.85714285714286,0,302,255,9
2020-04-23,2020-04-23,106,"Mattersburg",40042,0.857142857142857,6,2.14060950287912,0.428571428571429,0.142857142857143,42,27,1
2020-04-23,2020-04-23,315,"Melk",78191,0.428571428571429,3,0.548108386606423,4,0,169,112,4
2020-04-23,2020-04-23,316,"Mistelbach",75625,0.857142857142857,6,1.13341204250295,2.42857142857143,0,132,103,4
2020-04-23,2020-04-23,317,"Mödling",119115,0.571428571428571,4,0.479728473683895,3.14285714285714,0.285714285714286,161,135,6
2020-04-23,2020-04-23,614,"Murau",27543,0,0,0,0,0,3,3,0
2020-04-23,2020-04-23,620,"Murtal",71698,0.142857142857143,1,0.199248434903544,1.14285714285714,0,35,27,1
