Stamp,Status,Region,Count
2020-03-27 11:00:00,Confirmed,Gröbming,22
2020-03-27 11:00:00,Confirmed,Güssing,3
2020-03-27 11:00:00,Confirmed,Hallein,38
2020-03-27 11:00:00,Confirmed,Hartberg-Fürstenfeld,146
2020-03-27 11:00:00,Confirmed,Hermagor,3
2020-03-27 11:00:00,Confirmed,Hollabrunn,8
2020-03-27 11:00:00,Confirmed,Horn,6
2020-03-27 11:00:00,Confirmed,Imst,133
2020-03-27 11:00:00,Confirmed,Innsbruck-Land,225
2020-03-27 11:00:00,Confirmed,Innsbruck-Stadt,278
2020-03-27 11:00:00,Confirmed,Jennersdorf,5
2020-03-27 11:00:00,Confirmed,Kirchdorf_an_der_Krems,27
2020-03-27 11:00:00,Confirmed,Kitzbühel,160
2020-03-27 11:00:00,Confirmed,Klagenfurt_Land,23
2020-03-27 11:00:00,Confirmed,Klagenfurt_Stadt,39
2020-03-27 11:00:00,Confirmed,Korneuburg,90
2020-03-27 11:00:00,Confirmed,Krems_an_der_Donau_Stadt,14
2020-03-27 11:00:00,Confirmed,Krems_Land,72
2020-03-27 11:00:00,Confirmed,Kufstein,195
2020-03-27 11:00:00,Confirmed,Landeck,525
2020-03-27 11:00:00,Confirmed,Leibnitz,89
2020-03-27 11:00:00,Confirmed,Leoben,16
2020-03-27 11:00:00,Confirmed,Lienz,62
2020-03-27 11:00:00,Confirmed,Liezen,27
2020-03-27 11:00:00,Confirmed,Lilienfeld,18
2020-03-27 11:00:00,Confirmed,Linz_Stadt,153
2020-03-27 11:00:00,Confirmed,Linz-Land,107
2020-03-27 11:00:00,Confirmed,Mattersburg,14
2020-03-27 11:00:00,Confirmed,Melk,60
2020-03-27 11:00:00,Confirmed,Mistelbach,55
2020-03-27 11:00:00,Confirmed,Mödling,94
2020-03-27 11:00:00,Confirmed,Murau,1
2020-03-27 11:00:00,Confirmed,Murtal,19
2020-03-27 11:00:00,Confirmed,Neunkirchen,98
2020-03-27 11:00:00,Confirmed,Neusiedl_am_See,27
2020-03-27 11:00:00,Confirmed,Oberpullendorf,9
2020-03-27 11:00:00,Confirmed,Oberwart,41
2020-03-27 11:00:00,Confirmed,Perg,170
2020-03-27 11:00:00,Confirmed,Reutte,28
2020-03-27 11:00:00,Confirmed,Ried_im_Innkreis,23
2020-03-27 11:00:00,Confirmed,Rohrbach,84
2020-03-27 11:00:00,Confirmed,Salzburg_Stadt,87
2020-03-27 11:00:00,Confirmed,Salzburg-Umgebung,98
2020-03-27 11:00:00,Confirmed,Sankt_Johann_im_Pongau,262
2020-03-27 11:00:00,Confirmed,Sankt_Pölten_Land,99
2020-03-27 11:00:00,Confirmed,Sankt_Pölten_Stadt,38
2020-03-27 11:00:00,Confirmed,Sankt_Veit_an_der_Glan,19
2020-03-27 11:00:00,Confirmed,Schärding,33
2020-03-27 11:00:00,Confirmed,Scheibbs,36
2020-03-27 11:00:00,Confirmed,Schwaz,142
2020-03-27 11:00:00,Confirmed,Spittal_an_der_Drau,16
2020-03-27 11:00:00,Confirmed,Steyr_Stadt,14
2020-03-27 11:00:00,Confirmed,Steyr-Land,76
2020-03-27 11:00:00,Confirmed,Südoststeiermark,31
2020-03-27 11:00:00,Confirmed,Tamsweg,12
2020-03-27 11:00:00,Confirmed,Tulln,88
2020-03-27 11:00:00,Confirmed,Urfahr-Umgebung,152
2020-03-27 11:00:00,Confirmed,Villach_Land,22
2020-03-27 11:00:00,Confirmed,Villach_Stadt,13
2020-03-27 11:00:00,Confirmed,Vöcklabruck,78
2020-03-27 11:00:00,Confirmed,Voitsberg,42
2020-03-27 11:00:00,Confirmed,Völkermarkt,34
2020-03-27 11:00:00,Confirmed,Waidhofen_an_der_Thaya,8
2020-03-27 11:00:00,Confirmed,Waidhofen_an_der_Ybbs_Stadt,11
2020-03-27 11:00:00,Confirmed,Weiz,70
2020-03-27 11:00:00,Confirmed,Wels_Stadt,42
2020-03-27 11:00:00,Confirmed,Wels-Land,53
2020-03-27 11:00:00,Confirmed,Wien_Stadt,944
2020-03-27 11:00:00,Confirmed,Wiener_Neustadt_Land,14
2020-03-27 11:00:00,Confirmed,Wiener_Neustadt_Stadt,17
2020-03-27 11:00:00,Confirmed,Wolfsberg,15
2020-03-27 11:00:00,Confirmed,Zell_am_See,182
2020-03-27 11:00:00,Confirmed,Zwettl,16
2020-03-27 17:00:00,Confirmed,Amstetten,132
2020-03-27 17:00:00,Confirmed,Baden,67
2020-03-27 17:00:00,Confirmed,Bludenz,157
2020-03-27 17:00:00,Confirmed,Braunau_am_Inn,33
2020-03-27 17:00:00,Confirmed,Bregenz,128
2020-03-27 17:00:00,Confirmed,Bruck_an_der_Leitha,34
2020-03-27 17:00:00,Confirmed,Bruck-Mürzzuschlag,27
2020-03-27 17:00:00,Confirmed,Deutschlandsberg,13
2020-03-27 17:00:00,Confirmed,Dornbirn,82
2020-03-27 17:00:00,Confirmed,Eferding,22
2020-03-27 17:00:00,Confirmed,Eisenstadt_Stadt,8
2020-03-27 17:00:00,Confirmed,Eisenstadt-Umgebung,12
2020-03-27 17:00:00,Confirmed,Feldkirch,144
2020-03-27 17:00:00,Confirmed,Feldkirchen,7
2020-03-27 17:00:00,Confirmed,Freistadt,62
2020-03-27 17:00:00,Confirmed,Gänserndorf,39
2020-03-27 17:00:00,Confirmed,Gmünd,4
2020-03-27 17:00:00,Confirmed,Gmunden,43
2020-03-27 17:00:00,Confirmed,Graz_Stadt,186
2020-03-27 17:00:00,Confirmed,Graz-Umgebung,77
2020-03-27 17:00:00,Confirmed,Grieskirchen,28
2020-03-27 17:00:00,Confirmed,Gröbming,22
2020-03-27 17:00:00,Confirmed,Güssing,5
2020-03-27 17:00:00,Confirmed,Hallein,40
2020-03-27 17:00:00,Confirmed,Hartberg-Fürstenfeld,156
2020-03-27 17:00:00,Confirmed,Hermagor,3
2020-03-27 17:00:00,Confirmed,Hollabrunn,10
2020-03-27 17:00:00,Confirmed,Horn,7
2020-03-27 17:00:00,Confirmed,Imst,134
2020-03-27 17:00:00,Confirmed,Innsbruck-Land,226
2020-03-27 17:00:00,Confirmed,Innsbruck-Stadt,280
2020-03-27 17:00:00,Confirmed,Jennersdorf,7
2020-03-27 17:00:00,Confirmed,Kirchdorf_an_der_Krems,27
2020-03-27 17:00:00,Confirmed,Kitzbühel,163
2020-03-27 17:00:00,Confirmed,Klagenfurt_Land,24
2020-03-27 17:00:00,Confirmed,Klagenfurt_Stadt,42
2020-03-27 17:00:00,Confirmed,Korneuburg,95
2020-03-27 17:00:00,Confirmed,Krems_an_der_Donau_Stadt,18
2020-03-27 17:00:00,Confirmed,Krems_Land,76
2020-03-27 17:00:00,Confirmed,Kufstein,202
2020-03-27 17:00:00,Confirmed,Landeck,528
2020-03-27 17:00:00,Confirmed,Leibnitz,100
2020-03-27 17:00:00,Confirmed,Leoben,16
2020-03-27 17:00:00,Confirmed,Lienz,62
2020-03-27 17:00:00,Confirmed,Liezen,28
2020-03-27 17:00:00,Confirmed,Lilienfeld,18
2020-03-27 17:00:00,Confirmed,Linz_Stadt,162
2020-03-27 17:00:00,Confirmed,Linz-Land,109
2020-03-27 17:00:00,Confirmed,Mattersburg,16
2020-03-27 17:00:00,Confirmed,Melk,62
2020-03-27 17:00:00,Confirmed,Mistelbach,57
2020-03-27 17:00:00,Confirmed,Mödling,97
2020-03-27 17:00:00,Confirmed,Murau,2
2020-03-27 17:00:00,Confirmed,Murtal,20
2020-03-27 17:00:00,Confirmed,Neunkirchen,101
2020-03-27 17:00:00,Confirmed,Neusiedl_am_See,31
2020-03-27 17:00:00,Confirmed,Oberpullendorf,12
2020-03-27 17:00:00,Confirmed,Oberwart,48
2020-03-27 17:00:00,Confirmed,Perg,175
2020-03-27 17:00:00,Confirmed,Reutte,28
2020-03-27 17:00:00,Confirmed,Ried_im_Innkreis,23
2020-03-27 17:00:00,Confirmed,Rohrbach,90
2020-03-27 17:00:00,Confirmed,Salzburg_Stadt,91
2020-03-27 17:00:00,Confirmed,Salzburg-Umgebung,103
2020-03-27 17:00:00,Confirmed,Sankt_Johann_im_Pongau,262
2020-03-27 17:00:00,Confirmed,Sankt_Pölten_Land,103
2020-03-27 17:00:00,Confirmed,Sankt_Pölten_Stadt,39
2020-03-27 17:00:00,Confirmed,Sankt_Veit_an_der_Glan,19
2020-03-27 17:00:00,Confirmed,Schärding,35
2020-03-27 17:00:00,Confirmed,Scheibbs,38
2020-03-27 17:00:00,Confirmed,Schwaz,152
2020-03-27 17:00:00,Confirmed,Spittal_an_der_Drau,16
2020-03-27 17:00:00,Confirmed,Steyr_Stadt,17
2020-03-27 17:00:00,Confirmed,Steyr-Land,81
2020-03-27 17:00:00,Confirmed,Südoststeiermark,33
2020-03-27 17:00:00,Confirmed,Tamsweg,12
2020-03-27 17:00:00,Confirmed,Tulln,92
2020-03-27 17:00:00,Confirmed,Urfahr-Umgebung,160
2020-03-27 17:00:00,Confirmed,Villach_Land,25
2020-03-27 17:00:00,Confirmed,Villach_Stadt,14
2020-03-27 17:00:00,Confirmed,Vöcklabruck,78
2020-03-27 17:00:00,Confirmed,Voitsberg,52
2020-03-27 17:00:00,Confirmed,Völkermarkt,34
2020-03-27 17:00:00,Confirmed,Waidhofen_an_der_Thaya,9
2020-03-27 17:00:00,Confirmed,Waidhofen_an_der_Ybbs_Stadt,11
2020-03-27 17:00:00,Confirmed,Weiz,73
2020-03-27 17:00:00,Confirmed,Wels_Stadt,47
2020-03-27 17:00:00,Confirmed,Wels-Land,57
2020-03-27 17:00:00,Confirmed,Wien_Stadt,1020
2020-03-27 17:00:00,Confirmed,Wiener_Neustadt_Land,14
2020-03-27 17:00:00,Confirmed,Wiener_Neustadt_Stadt,17
2020-03-27 17:00:00,Confirmed,Wolfsberg,20
2020-03-27 17:00:00,Confirmed,Zell_am_See,189
2020-03-27 17:00:00,Confirmed,Zwettl,17
2020-03-28 11:00:00,Confirmed,Amstetten,144
2020-03-28 11:00:00,Confirmed,Baden,68
2020-03-28 11:00:00,Confirmed,Bludenz,162
2020-03-28 11:00:00,Confirmed,Braunau_am_Inn,37
2020-03-28 11:00:00,Confirmed,Bregenz,132
2020-03-28 11:00:00,Confirmed,Bruck_an_der_Leitha,34
2020-03-28 11:00:00,Confirmed,Bruck-Mürzzuschlag,28
2020-03-28 11:00:00,Confirmed,Deutschlandsberg,15
2020-03-28 11:00:00,Confirmed,Dornbirn,88
2020-03-28 11:00:00,Confirmed,Eferding,22
2020-03-28 11:00:00,Confirmed,Eisenstadt_Stadt,9
2020-03-28 11:00:00,Confirmed,Eisenstadt-Umgebung,12
2020-03-28 11:00:00,Confirmed,Feldkirch,153
2020-03-28 11:00:00,Confirmed,Feldkirchen,8
2020-03-28 11:00:00,Confirmed,Freistadt,64
2020-03-28 11:00:00,Confirmed,Gänserndorf,39
2020-03-28 11:00:00,Confirmed,Gmünd,6
2020-03-28 11:00:00,Confirmed,Gmunden,47
2020-03-28 11:00:00,Confirmed,Graz_Stadt,191
2020-03-28 11:00:00,Confirmed,Graz-Umgebung,77
2020-03-28 11:00:00,Confirmed,Grieskirchen,28
2020-03-28 11:00:00,Confirmed,Gröbming,24
2020-03-28 11:00:00,Confirmed,Güssing,5
2020-03-28 11:00:00,Confirmed,Hallein,43
2020-03-28 11:00:00,Confirmed,Hartberg-Fürstenfeld,157
2020-03-28 11:00:00,Confirmed,Hermagor,3
2020-03-28 11:00:00,Confirmed,Hollabrunn,11
2020-03-28 11:00:00,Confirmed,Horn,8
2020-03-28 11:00:00,Confirmed,Imst,144
2020-03-28 11:00:00,Confirmed,Innsbruck-Land,227
2020-03-28 11:00:00,Confirmed,Innsbruck-Stadt,284
2020-03-28 11:00:00,Confirmed,Jennersdorf,7
2020-03-28 11:00:00,Confirmed,Kirchdorf_an_der_Krems,27
2020-03-28 11:00:00,Confirmed,Kitzbühel,166
2020-03-28 11:00:00,Confirmed,Klagenfurt_Land,24
2020-03-28 11:00:00,Confirmed,Klagenfurt_Stadt,42
2020-03-28 11:00:00,Confirmed,Korneuburg,95
2020-03-28 11:00:00,Confirmed,Krems_an_der_Donau_Stadt,18
2020-03-28 11:00:00,Confirmed,Krems_Land,76
2020-03-28 11:00:00,Confirmed,Kufstein,205
2020-03-28 11:00:00,Confirmed,Landeck,550
2020-03-28 11:00:00,Confirmed,Leibnitz,101
2020-03-28 11:00:00,Confirmed,Leoben,17
2020-03-28 11:00:00,Confirmed,Lienz,62
2020-03-28 11:00:00,Confirmed,Liezen,27
2020-03-28 11:00:00,Confirmed,Lilienfeld,19
2020-03-28 11:00:00,Confirmed,Linz_Stadt,168
2020-03-28 11:00:00,Confirmed,Linz-Land,113
2020-03-28 11:00:00,Confirmed,Mattersburg,17
2020-03-28 11:00:00,Confirmed,Melk,69
2020-03-28 11:00:00,Confirmed,Mistelbach,57
2020-03-28 11:00:00,Confirmed,Mödling,100
2020-03-28 11:00:00,Confirmed,Murau,2
2020-03-28 11:00:00,Confirmed,Murtal,20
2020-03-28 11:00:00,Confirmed,Neunkirchen,102
2020-03-28 11:00:00,Confirmed,Neusiedl_am_See,32
2020-03-28 11:00:00,Confirmed,Oberpullendorf,12
2020-03-28 11:00:00,Confirmed,Oberwart,48
2020-03-28 11:00:00,Confirmed,Perg,178
2020-03-28 11:00:00,Confirmed,Reutte,28
2020-03-28 11:00:00,Confirmed,Ried_im_Innkreis,23
2020-03-28 11:00:00,Confirmed,Rohrbach,91
2020-03-28 11:00:00,Confirmed,Salzburg_Stadt,95
2020-03-28 11:00:00,Confirmed,Salzburg-Umgebung,107
2020-03-28 11:00:00,Confirmed,Sankt_Johann_im_Pongau,292
2020-03-28 11:00:00,Confirmed,Sankt_Pölten_Land,119
2020-03-28 11:00:00,Confirmed,Sankt_Pölten_Stadt,40
2020-03-28 11:00:00,Confirmed,Sankt_Veit_an_der_Glan,19
2020-03-28 11:00:00,Confirmed,Schärding,35
2020-03-28 11:00:00,Confirmed,Scheibbs,58
2020-03-28 11:00:00,Confirmed,Schwaz,157
2020-03-28 11:00:00,Confirmed,Spittal_an_der_Drau,16
2020-03-28 11:00:00,Confirmed,Steyr_Stadt,17
2020-03-28 11:00:00,Confirmed,Steyr-Land,81
2020-03-28 11:00:00,Confirmed,Südoststeiermark,34
2020-03-28 11:00:00,Confirmed,Tamsweg,12
2020-03-28 11:00:00,Confirmed,Tulln,93
2020-03-28 11:00:00,Confirmed,Urfahr-Umgebung,168
2020-03-28 11:00:00,Confirmed,Villach_Land,26
2020-03-28 11:00:00,Confirmed,Villach_Stadt,13
2020-03-28 11:00:00,Confirmed,Vöcklabruck,81
2020-03-28 11:00:00,Confirmed,Voitsberg,52
2020-03-28 11:00:00,Confirmed,Völkermarkt,35
2020-03-28 11:00:00,Confirmed,Waidhofen_an_der_Thaya,9
2020-03-28 11:00:00,Confirmed,Waidhofen_an_der_Ybbs_Stadt,12
2020-03-28 11:00:00,Confirmed,Weiz,74
2020-03-28 11:00:00,Confirmed,Wels_Stadt,47
2020-03-28 11:00:00,Confirmed,Wels-Land,61
2020-03-28 11:00:00,Confirmed,Wien_Stadt,1033
2020-03-28 11:00:00,Confirmed,Wiener_Neustadt_Land,14
2020-03-28 11:00:00,Confirmed,Wiener_Neustadt_Stadt,18
2020-03-28 11:00:00,Confirmed,Wolfsberg,21
2020-03-28 11:00:00,Confirmed,Zell_am_See,201
2020-03-28 11:00:00,Confirmed,Zwettl,17
