country,state,county,cases,deaths,recovered,tested,tests,public_tests,private_tests,hospitalized,presumed_cases,monitoring,Attribution,AttributionURL,publication_date,scrape_date,source_links
Austria,ALL,ALL,7399,58,NA,39552,NA,NA,NA,800,NA,NA,NA,NA,1585317600,1585492554.19096,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,https://info.gesundheitsministerium.at
