Datum;BundeslandID;Name;TestungenApotheken;TestungenApothekenPCR;TestungenApothekenAntigen;TestungenBetriebe
25.03.2021;8;Vorarlberg;40119;0;40119;17809
25.03.2021;9;Wien;375195;0;375195;127481
25.03.2021;10;Österreich;1241782;0;1241782;736143
26.03.2021;1;Burgenland;92800;0;92800;20766
26.03.2021;2;Kärnten;63906;0;63906;34355
26.03.2021;3;Niederösterreich;151060;0;151060;198794
26.03.2021;4;Oberösterreich;123656;0;123656;126542
26.03.2021;5;Salzburg;106002;0;106002;48769
26.03.2021;6;Steiermark;216690;0;216690;154499
26.03.2021;7;Tirol;124332;0;124332;32152
26.03.2021;8;Vorarlberg;43914;0;43914;19678
26.03.2021;9;Wien;389864;0;389864;131790
26.03.2021;10;Österreich;1312224;0;1312224;767345
27.03.2021;1;Burgenland;95219;0;95219;20917
27.03.2021;2;Kärnten;65824;0;65824;34477
27.03.2021;3;Niederösterreich;157772;0;157772;202810
27.03.2021;4;Oberösterreich;125797;0;125797;126782
27.03.2021;5;Salzburg;108364;0;108364;48836
27.03.2021;6;Steiermark;219873;0;219873;155284
27.03.2021;7;Tirol;128146;0;128146;32309
27.03.2021;8;Vorarlberg;45669;0;45669;20073
27.03.2021;9;Wien;413605;0;413605;131957
27.03.2021;10;Österreich;1360269;0;1360269;773445
28.03.2021;1;Burgenland;95280;0;95280;20970
28.03.2021;2;Kärnten;66009;0;66009;34488
28.03.2021;3;Niederösterreich;158108;0;158108;204482
28.03.2021;4;Oberösterreich;125827;0;125827;126955
28.03.2021;5;Salzburg;108763;0;108763;48857
28.03.2021;6;Steiermark;220114;0;220114;156282
28.03.2021;7;Tirol;128293;0;128293;32530
28.03.2021;8;Vorarlberg;45702;0;45702;20122
28.03.2021;9;Wien;413727;0;413727;132675
28.03.2021;10;Österreich;1361823;0;1361823;777361
29.03.2021;1;Burgenland;102282;0;102282;22863
29.03.2021;2;Kärnten;66023;0;66023;36694
29.03.2021;3;Niederösterreich;167963;0;167963;221774
29.03.2021;4;Oberösterreich;134366;0;134366;137902
29.03.2021;5;Salzburg;114519;0;114519;52068
29.03.2021;6;Steiermark;234527;0;234527;173866
29.03.2021;7;Tirol;136344;0;136344;34115
29.03.2021;8;Vorarlberg;48460;0;48460;21707
29.03.2021;9;Wien;425313;0;425313;140392
29.03.2021;10;Österreich;1429797;0;1429797;841381
30.03.2021;1;Burgenland;108834;0;108834;24725
30.03.2021;2;Kärnten;75268;0;75268;37897
30.03.2021;3;Niederösterreich;183051;0;183051;232953
30.03.2021;4;Oberösterreich;142878;0;142878;143072
30.03.2021;5;Salzburg;119967;0;119967;53712
30.03.2021;6;Steiermark;246584;0;246584;181414
30.03.2021;7;Tirol;145652;0;145652;35680
30.03.2021;8;Vorarlberg;51531;0;51531;22728
30.03.2021;9;Wien;477599;0;477599;147260
30.03.2021;10;Österreich;1551364;0;1551364;879441
31.03.2021;1;Burgenland;115378;0;115378;28522
31.03.2021;2;Kärnten;76334;0;76334;40097
31.03.2021;3;Niederösterreich;191344;0;191344;248026
31.03.2021;4;Oberösterreich;150759;0;150759;148592
31.03.2021;5;Salzburg;125145;0;125145;55592
31.03.2021;6;Steiermark;259681;0;259681;202803
31.03.2021;7;Tirol;153609;0;153609;37869
31.03.2021;8;Vorarlberg;54287;0;54287;23984
31.03.2021;9;Wien;494367;0;494367;154779
31.03.2021;10;Österreich;1620904;0;1620904;940264
01.04.2021;1;Burgenland;120454;0;120454;29685
01.04.2021;2;Kärnten;84978;0;84978;41372
01.04.2021;3;Niederösterreich;201502;0;201502;257881
01.04.2021;4;Oberösterreich;159911;0;159911;155868
01.04.2021;5;Salzburg;131188;0;131188;57547
01.04.2021;6;Steiermark;274703;0;274703;211004
01.04.2021;7;Tirol;164147;0;164147;39276
01.04.2021;8;Vorarlberg;58439;0;58439;25377
01.04.2021;9;Wien;528735;0;528735;161572
01.04.2021;10;Österreich;1724057;0;1724057;979582
02.04.2021;1;Burgenland;125556;0;125556;30740
02.04.2021;2;Kärnten;85179;0;85179;42987
02.04.2021;3;Niederösterreich;209698;0;209698;266885
02.04.2021;4;Oberösterreich;168536;0;168536;160470
02.04.2021;5;Salzburg;137202;0;137202;58899
02.04.2021;6;Steiermark;291891;0;291891;216819
02.04.2021;7;Tirol;172602;0;172602;40783
02.04.2021;8;Vorarlberg;62853;0;62853;26878
02.04.2021;9;Wien;537421;0;537421;163965
02.04.2021;10;Österreich;1790938;0;1790938;1008426
03.04.2021;1;Burgenland;128462;0;128462;31288
03.04.2021;2;Kärnten;92754;0;92754;43115
03.04.2021;3;Niederösterreich;217885;0;217885;271103
03.04.2021;4;Oberösterreich;172958;0;172958;161047
03.04.2021;5;Salzburg;140706;0;140706;58997
03.04.2021;6;Steiermark;297366;0;297366;217896
03.04.2021;7;Tirol;179731;0;179731;41037
03.04.2021;8;Vorarlberg;69743;0;69743;27145
03.04.2021;9;Wien;560164;0;560164;164229
03.04.2021;10;Österreich;1859769;0;1859769;1015857
04.04.2021;1;Burgenland;128557;0;128557;31480
04.04.2021;2;Kärnten;92829;0;92829;43124
04.04.2021;3;Niederösterreich;217987;0;217987;272342
04.04.2021;4;Oberösterreich;173133;0;173133;161252
04.04.2021;5;Salzburg;141128;0;141128;59111
04.04.2021;6;Steiermark;297457;0;297457;218412
04.04.2021;7;Tirol;179921;0;179921;41330
04.04.2021;8;Vorarlberg;70745;0;70745;27198
04.04.2021;9;Wien;560345;0;560345;164319
04.04.2021;10;Österreich;1862102;0;1862102;1018568
05.04.2021;1;Burgenland;129213;0;129213;31651
05.04.2021;2;Kärnten;92900;0;92900;43208
05.04.2021;3;Niederösterreich;219347;0;219347;275310
05.04.2021;4;Oberösterreich;173725;0;173725;161600
05.04.2021;5;Salzburg;141403;0;141403;59331
05.04.2021;6;Steiermark;297631;0;297631;218953
05.04.2021;7;Tirol;180465;0;180465;41698
05.04.2021;8;Vorarlberg;72318;0;72318;27285
05.04.2021;9;Wien;560578;0;560578;164584
05.04.2021;10;Österreich;1867580;0;1867580;1023620
06.04.2021;1;Burgenland;136966;0;136966;34894
06.04.2021;2;Kärnten;98885;0;98885;46484
06.04.2021;3;Niederösterreich;231479;0;231479;294027
06.04.2021;4;Oberösterreich;184972;0;184972;176245
06.04.2021;5;Salzburg;148695;0;148695;63400
06.04.2021;6;Steiermark;313696;0;313696;231890
06.04.2021;7;Tirol;190379;0;190379;43565
06.04.2021;8;Vorarlberg;76144;0;76144;28903
06.04.2021;9;Wien;588244;0;588244;175292
06.04.2021;10;Österreich;1969460;0;1969460;1094700
07.04.2021;1;Burgenland;141666;0;141666;36380
07.04.2021;2;Kärnten;103374;0;103374;48374
07.04.2021;3;Niederösterreich;239416;0;239416;304708
