Meldedatum;BundeslandID;Bundesland;NormalBettenBelCovid19;IntensivBettenKapGes;IntensivBettenBelCovid19;IntensivBettenBelNichtCovid19;IntensivBettenFrei;TestGesamt
08.01.2022 00:00:00;1;Burgenland;35;58;11;23;24;3734483
08.01.2022 00:00:00;2;Kärnten;53;167;27;98;42;5697921
08.01.2022 00:00:00;3;Niederösterreich;94;334;44;182;108;21755896
08.01.2022 00:00:00;4;Oberösterreich;49;333;36;133;164;19573465
08.01.2022 00:00:00;5;Salzburg;42;136;15;85;36;8823087
08.01.2022 00:00:00;6;Steiermark;70;349;18;179;152;16718166
08.01.2022 00:00:00;7;Tirol;78;187;36;95;56;7469550
08.01.2022 00:00:00;8;Vorarlberg;24;68;10;15;43;5984837
08.01.2022 00:00:00;9;Wien;184;489;71;125;293;36571842
08.01.2022 00:00:00;10;Österreich;629;2121;268;935;918;126329247
09.01.2022 00:00:00;1;Burgenland;33;58;12;21;25;3737938
09.01.2022 00:00:00;2;Kärnten;54;167;27;96;44;5708730
09.01.2022 00:00:00;3;Niederösterreich;86;334;43;170;121;21779566
09.01.2022 00:00:00;4;Oberösterreich;58;333;34;130;169;19619835
09.01.2022 00:00:00;5;Salzburg;39;136;17;74;45;8860678
09.01.2022 00:00:00;6;Steiermark;68;349;18;181;150;16767489
09.01.2022 00:00:00;7;Tirol;82;186;35;91;60;7502589
09.01.2022 00:00:00;8;Vorarlberg;25;68;10;18;40;5996488
09.01.2022 00:00:00;9;Wien;194;489;68;125;296;36802633
09.01.2022 00:00:00;10;Österreich;639;2120;264;906;950;126775946
10.01.2022 00:00:00;1;Burgenland;35;58;12;19;27;3752540
10.01.2022 00:00:00;2;Kärnten;63;167;25;106;36;5717150
10.01.2022 00:00:00;3;Niederösterreich;84;334;41;174;119;21806638
10.01.2022 00:00:00;4;Oberösterreich;64;333;34;129;170;19673676
10.01.2022 00:00:00;5;Salzburg;46;136;18;75;43;8888007
10.01.2022 00:00:00;6;Steiermark;81;349;15;193;141;16808676
10.01.2022 00:00:00;7;Tirol;89;192;33;82;77;7519893
10.01.2022 00:00:00;8;Vorarlberg;30;68;11;19;38;6009167
10.01.2022 00:00:00;9;Wien;201;489;71;125;293;37128571
10.01.2022 00:00:00;10;Österreich;693;2126;260;922;944;127304318
11.01.2022 00:00:00;1;Burgenland;31;58;13;17;28;3771307
11.01.2022 00:00:00;2;Kärnten;56;170;24;113;33;5732737
11.01.2022 00:00:00;3;Niederösterreich;77;334;40;185;109;21839448
11.01.2022 00:00:00;4;Oberösterreich;61;333;31;135;167;19727822
11.01.2022 00:00:00;5;Salzburg;48;136;15;86;35;8912083
11.01.2022 00:00:00;6;Steiermark;79;345;17;190;138;16852209
11.01.2022 00:00:00;7;Tirol;81;188;32;91;65;7547639
11.01.2022 00:00:00;8;Vorarlberg;28;68;11;23;34;6019178
11.01.2022 00:00:00;9;Wien;192;489;72;125;292;37417656
11.01.2022 00:00:00;10;Österreich;653;2121;255;965;901;127820079
12.01.2022 00:00:00;1;Burgenland;30;58;12;20;26;3785291
12.01.2022 00:00:00;2;Kärnten;55;170;23;123;24;5740202
12.01.2022 00:00:00;3;Niederösterreich;77;334;37;207;90;22664198
12.01.2022 00:00:00;4;Oberösterreich;59;333;32;137;164;19782133
12.01.2022 00:00:00;5;Salzburg;47;136;15;94;27;8953604
12.01.2022 00:00:00;6;Steiermark;76;345;17;188;140;16885375
12.01.2022 00:00:00;7;Tirol;80;187;32;100;55;7576891
12.01.2022 00:00:00;8;Vorarlberg;19;68;10;17;41;6032460
12.01.2022 00:00:00;9;Wien;209;489;63;125;301;37869913
12.01.2022 00:00:00;10;Österreich;652;2120;241;1011;868;129290067
13.01.2022 00:00:00;1;Burgenland;27;58;12;23;23;3801591
13.01.2022 00:00:00;2;Kärnten;53;170;21;125;24;5752431
13.01.2022 00:00:00;3;Niederösterreich;74;334;37;198;99;22696468
13.01.2022 00:00:00;4;Oberösterreich;58;333;32;134;167;19835340
13.01.2022 00:00:00;5;Salzburg;45;136;15;90;31;8994487
13.01.2022 00:00:00;6;Steiermark;79;341;16;188;137;16921101
13.01.2022 00:00:00;7;Tirol;78;188;33;81;74;7601199
13.01.2022 00:00:00;8;Vorarlberg;19;68;10;18;40;6043559
13.01.2022 00:00:00;9;Wien;207;489;60;125;304;38126082
13.01.2022 00:00:00;10;Österreich;640;2117;236;982;899;129772258
14.01.2022 00:00:00;1;Burgenland;29;58;10;25;23;3813904
14.01.2022 00:00:00;2;Kärnten;48;170;23;119;28;5772703
14.01.2022 00:00:00;3;Niederösterreich;72;334;35;203;96;22732429
14.01.2022 00:00:00;4;Oberösterreich;70;333;23;130;180;19921717
14.01.2022 00:00:00;5;Salzburg;46;136;14;95;27;9026932
14.01.2022 00:00:00;6;Steiermark;78;341;15;202;124;17006521
14.01.2022 00:00:00;7;Tirol;91;190;29;108;53;7625039
14.01.2022 00:00:00;8;Vorarlberg;18;68;11;24;33;6056424
14.01.2022 00:00:00;9;Wien;230;489;60;125;304;38553038
14.01.2022 00:00:00;10;Österreich;682;2119;220;1031;868;130508707
15.01.2022 00:00:00;1;Burgenland;25;58;10;25;23;3839700
15.01.2022 00:00:00;2;Kärnten;45;167;20;110;37;5781469
15.01.2022 00:00:00;3;Niederösterreich;72;334;35;203;96;22766806
15.01.2022 00:00:00;4;Oberösterreich;68;333;25;139;169;19965939
15.01.2022 00:00:00;5;Salzburg;45;136;13;91;32;9056067
15.01.2022 00:00:00;6;Steiermark;71;341;15;210;116;17050957
15.01.2022 00:00:00;7;Tirol;83;178;30;114;34;7649417
15.01.2022 00:00:00;8;Vorarlberg;17;68;11;19;38;6067170
15.01.2022 00:00:00;9;Wien;223;489;57;125;307;38831297
15.01.2022 00:00:00;10;Österreich;649;2104;216;1036;852;131008822
16.01.2022 00:00:00;1;Burgenland;27;58;10;28;20;3853572
16.01.2022 00:00:00;2;Kärnten;49;167;20;111;36;5787106
16.01.2022 00:00:00;3;Niederösterreich;75;334;33;170;131;23103129
16.01.2022 00:00:00;4;Oberösterreich;70;333;23;129;181;20011683
16.01.2022 00:00:00;5;Salzburg;43;136;12;85;39;9086207
16.01.2022 00:00:00;6;Steiermark;73;341;14;196;131;17090825
16.01.2022 00:00:00;7;Tirol;96;186;31;96;59;7677974
16.01.2022 00:00:00;8;Vorarlberg;19;68;12;18;38;6075618
16.01.2022 00:00:00;9;Wien;227;489;57;125;307;39051052
16.01.2022 00:00:00;10;Österreich;679;2112;212;958;942;131737166
17.01.2022 00:00:00;1;Burgenland;30;58;8;27;23;3866337
17.01.2022 00:00:00;2;Kärnten;63;170;19;104;47;5798816
17.01.2022 00:00:00;3;Niederösterreich;85;334;32;172;130;23140954
17.01.2022 00:00:00;4;Oberösterreich;72;333;25;121;187;20069844
17.01.2022 00:00:00;5;Salzburg;52;136;13;76;47;9114633
17.01.2022 00:00:00;6;Steiermark;85;341;15;205;121;17111393
17.01.2022 00:00:00;7;Tirol;104;190;30;107;53;7700571
17.01.2022 00:00:00;8;Vorarlberg;17;68;11;20;37;6087296
17.01.2022 00:00:00;9;Wien;240;489;58;125;306;39300330
17.01.2022 00:00:00;10;Österreich;748;2119;211;957;951;132190174
18.01.2022 00:00:00;1;Burgenland;30;58;8;23;27;3879249
18.01.2022 00:00:00;2;Kärnten;85;170;19;117;34;5809091
18.01.2022 00:00:00;3;Niederösterreich;102;334;35;178;121;23194896
18.01.2022 00:00:00;4;Oberösterreich;84;333;19;141;173;20117729
18.01.2022 00:00:00;5;Salzburg;53;136;13;84;39;9144134
18.01.2022 00:00:00;6;Steiermark;106;341;16;189;136;17169990
18.01.2022 00:00:00;7;Tirol;104;191;26;106;59;7728534
18.01.2022 00:00:00;8;Vorarlberg;23;68;9;20;39;6098085
18.01.2022 00:00:00;9;Wien;244;489;49;125;315;39580897
18.01.2022 00:00:00;10;Österreich;831;2120;194;983;943;132722605
19.01.2022 00:00:00;1;Burgenland;32;58;7;26;25;3901949
19.01.2022 00:00:00;2;Kärnten;85;170;16;117;37;5825172
19.01.2022 00:00:00;3;Niederösterreich;97;334;35;199;100;23304302
19.01.2022 00:00:00;4;Oberösterreich;108;333;21;148;164;20215294
19.01.2022 00:00:00;5;Salzburg;56;136;15;83;38;9189783
19.01.2022 00:00:00;6;Steiermark;101;341;14;187;140;17249708
19.01.2022 00:00:00;7;Tirol;96;190;27;109;54;7770580
19.01.2022 00:00:00;8;Vorarlberg;30;68;9;24;35;6113883
19.01.2022 00:00:00;9;Wien;249;489;49;125;315;39994294
19.01.2022 00:00:00;10;Österreich;854;2119;193;1018;908;133564965
20.01.2022 00:00:00;1;Burgenland;37;58;7;24;27;3915673
20.01.2022 00:00:00;2;Kärnten;90;170;17;117;36;5833224
20.01.2022 00:00:00;3;Niederösterreich;113;334;36;202;96;24206613
20.01.2022 00:00:00;4;Oberösterreich;105;333;21;149;163;20257603
20.01.2022 00:00:00;5;Salzburg;56;136;17;88;31;9222345
20.01.2022 00:00:00;6;Steiermark;105;341;3;190;148;17293094
20.01.2022 00:00:00;7;Tirol;99;192;31;116;45;7801635
20.01.2022 00:00:00;8;Vorarlberg;35;68;10;22;36;6126656
20.01.2022 00:00:00;9;Wien;252;489;54;125;310;40296399
20.01.2022 00:00:00;10;Österreich;892;2121;196;1033;892;134953242
21.01.2022 00:00:00;1;Burgenland;39;58;6;27;25;3933136
21.01.2022 00:00:00;2;Kärnten;90;170;17;109;44;5851414
21.01.2022 00:00:00;3;Niederösterreich;110;334;34;201;99;24234254
21.01.2022 00:00:00;4;Oberösterreich;108;333;20;161;152;20320218
21.01.2022 00:00:00;5;Salzburg;58;136;17;88;31;9237586
21.01.2022 00:00:00;6;Steiermark;103;341;16;188;137;17336479
21.01.2022 00:00:00;7;Tirol;98;188;28;116;44;7830643
21.01.2022 00:00:00;8;Vorarlberg;42;68;8;24;36;6139293
21.01.2022 00:00:00;9;Wien;256;489;52;125;312;40686999
21.01.2022 00:00:00;10;Österreich;904;2117;198;1039;880;135570022
22.01.2022 00:00:00;1;Burgenland;39;58;8;26;24;3953631
22.01.2022 00:00:00;2;Kärnten;79;167;16;102;49;5865692
22.01.2022 00:00:00;3;Niederösterreich;122;334;30;202;102;24283465
22.01.2022 00:00:00;4;Oberösterreich;107;333;18;148;167;20364434
22.01.2022 00:00:00;5;Salzburg;63;136;17;92;27;9284786
22.01.2022 00:00:00;6;Steiermark;90;341;14;191;136;17389046
22.01.2022 00:00:00;7;Tirol;93;184;27;115;42;7857192
22.01.2022 00:00:00;8;Vorarlberg;42;68;8;20;40;6151486
22.01.2022 00:00:00;9;Wien;281;489;55;125;309;40959563
22.01.2022 00:00:00;10;Österreich;916;2110;193;1021;896;136109295
23.01.2022 00:00:00;1;Burgenland;38;58;8;27;23;3973293
23.01.2022 00:00:00;2;Kärnten;80;167;13;98;56;5876156
23.01.2022 00:00:00;3;Niederösterreich;136;334;32;173;129;24329848
23.01.2022 00:00:00;4;Oberösterreich;116;333;17;131;185;20419279
23.01.2022 00:00:00;5;Salzburg;69;136;16;71;49;9312398
23.01.2022 00:00:00;6;Steiermark;100;341;13;175;153;17422502
23.01.2022 00:00:00;7;Tirol;95;184;27;115;42;7882570
23.01.2022 00:00:00;8;Vorarlberg;38;68;9;21;38;6161511
23.01.2022 00:00:00;9;Wien;277;489;55;125;309;41196885
23.01.2022 00:00:00;10;Österreich;949;2110;190;936;984;136574442
24.01.2022 00:00:00;1;Burgenland;42;58;8;31;19;3983283
24.01.2022 00:00:00;2;Kärnten;92;170;13;100;57;5882237
24.01.2022 00:00:00;3;Niederösterreich;135;334;30;173;131;24364587
24.01.2022 00:00:00;4;Oberösterreich;130;333;17;129;187;20477796
24.01.2022 00:00:00;5;Salzburg;72;135;17;72;46;9338987
24.01.2022 00:00:00;6;Steiermark;117;341;16;178;147;17470879
24.01.2022 00:00:00;7;Tirol;107;187;29;113;45;7906103
24.01.2022 00:00:00;8;Vorarlberg;47;68;8;19;41;6174173
24.01.2022 00:00:00;9;Wien;303;489;56;125;308;41434018
24.01.2022 00:00:00;10;Österreich;1045;2115;194;940;981;137032063
25.01.2022 00:00:00;1;Burgenland;43;58;9;26;23;4013890
25.01.2022 00:00:00;2;Kärnten;101;170;15;110;45;5886548
25.01.2022 00:00:00;3;Niederösterreich;151;334;28;188;118;24423844
25.01.2022 00:00:00;4;Oberösterreich;146;333;17;148;168;20530761
25.01.2022 00:00:00;5;Salzburg;76;135;16;94;25;9360154
25.01.2022 00:00:00;6;Steiermark;123;341;18;195;128;17523615
25.01.2022 00:00:00;7;Tirol;118;189;28;115;46;7939337
25.01.2022 00:00:00;8;Vorarlberg;49;68;5;26;37;6187749
25.01.2022 00:00:00;9;Wien;307;489;54;125;310;41700161
25.01.2022 00:00:00;10;Österreich;1114;2117;190;1027;900;137566059
26.01.2022 00:00:00;1;Burgenland;46;58;7;24;27;4026498
26.01.2022 00:00:00;2;Kärnten;104;170;14;112;44;5910181
26.01.2022 00:00:00;3;Niederösterreich;155;334;28;196;110;24481072
26.01.2022 00:00:00;4;Oberösterreich;139;333;17;146;170;20613144
26.01.2022 00:00:00;5;Salzburg;76;135;14;96;25;9395059
26.01.2022 00:00:00;6;Steiermark;128;341;17;191;133;17611177
26.01.2022 00:00:00;7;Tirol;117;189;26;124;39;7983994
26.01.2022 00:00:00;8;Vorarlberg;51;68;5;26;37;6204052
26.01.2022 00:00:00;9;Wien;307;489;62;125;302;42132019
26.01.2022 00:00:00;10;Österreich;1123;2117;190;1040;887;138357196
27.01.2022 00:00:00;1;Burgenland;40;58;7;25;26;4040301
27.01.2022 00:00:00;2;Kärnten;105;170;14;113;43;5929153
27.01.2022 00:00:00;3;Niederösterreich;163;334;28;203;103;25668339
27.01.2022 00:00:00;4;Oberösterreich;139;333;14;158;161;20665449
27.01.2022 00:00:00;5;Salzburg;75;135;11;86;38;9422065
27.01.2022 00:00:00;6;Steiermark;128;341;16;221;104;17660664
27.01.2022 00:00:00;7;Tirol;122;187;22;128;37;8017152
27.01.2022 00:00:00;8;Vorarlberg;51;68;6;26;36;6219149
27.01.2022 00:00:00;9;Wien;307;489;54;125;310;42470467
27.01.2022 00:00:00;10;Österreich;1130;2115;172;1085;858;140092739
28.01.2022 00:00:00;1;Burgenland;41;58;6;23;29;4063824
28.01.2022 00:00:00;2;Kärnten;108;170;11;112;47;5937600
28.01.2022 00:00:00;3;Niederösterreich;174;334;27;200;107;25706282
28.01.2022 00:00:00;4;Oberösterreich;149;333;15;166;152;20763739
28.01.2022 00:00:00;5;Salzburg;80;135;11;101;23;9444151
28.01.2022 00:00:00;6;Steiermark;129;341;16;221;104;17719999
28.01.2022 00:00:00;7;Tirol;118;187;17;139;31;8045869
28.01.2022 00:00:00;8;Vorarlberg;53;68;8;25;35;6235267
28.01.2022 00:00:00;9;Wien;368;489;65;125;299;42877627
28.01.2022 00:00:00;10;Österreich;1220;2115;176;1112;827;140794358
29.01.2022 00:00:00;1;Burgenland;44;58;7;19;32;4099137
29.01.2022 00:00:00;2;Kärnten;92;167;12;109;46;5945038
29.01.2022 00:00:00;3;Niederösterreich;182;334;26;193;115;25769712
29.01.2022 00:00:00;4;Oberösterreich;142;333;17;174;142;20823577
29.01.2022 00:00:00;5;Salzburg;75;135;13;95;27;9466974
29.01.2022 00:00:00;6;Steiermark;128;341;17;210;114;17762242
29.01.2022 00:00:00;7;Tirol;110;187;19;133;35;8073768
29.01.2022 00:00:00;8;Vorarlberg;52;68;7;24;37;6250047
29.01.2022 00:00:00;9;Wien;390;489;59;244;186;43171997
29.01.2022 00:00:00;10;Österreich;1215;2112;177;1201;734;141362492
30.01.2022 00:00:00;1;Burgenland;45;58;7;22;29;4114617
30.01.2022 00:00:00;2;Kärnten;96;167;13;102;52;5953336
30.01.2022 00:00:00;3;Niederösterreich;189;334;25;175;134;25803569
30.01.2022 00:00:00;4;Oberösterreich;164;333;17;166;150;20872541
30.01.2022 00:00:00;5;Salzburg;73;135;11;79;45;9487988
30.01.2022 00:00:00;6;Steiermark;138;341;18;195;128;17800593
30.01.2022 00:00:00;7;Tirol;111;189;19;139;31;8095693
30.01.2022 00:00:00;8;Vorarlberg;59;68;5;19;44;6261669
30.01.2022 00:00:00;9;Wien;398;489;61;244;184;43398272
30.01.2022 00:00:00;10;Österreich;1273;2114;176;1141;797;141788278
31.01.2022 00:00:00;1;Burgenland;57;58;7;18;33;4125173
31.01.2022 00:00:00;2;Kärnten;108;170;13;101;56;5964973
31.01.2022 00:00:00;3;Niederösterreich;197;334;24;177;133;25850361
31.01.2022 00:00:00;4;Oberösterreich;174;333;18;155;160;20936302
31.01.2022 00:00:00;5;Salzburg;73;135;9;80;46;9504203
31.01.2022 00:00:00;6;Steiermark;160;341;17;180;144;17839135
31.01.2022 00:00:00;7;Tirol;124;189;19;130;40;8118062
31.01.2022 00:00:00;8;Vorarlberg;70;68;6;20;42;6274734
31.01.2022 00:00:00;9;Wien;410;489;62;244;183;43467398
31.01.2022 00:00:00;10;Österreich;1373;2117;175;1105;837;142080341
01.02.2022 00:00:00;1;Burgenland;59;58;8;18;32;4143063
01.02.2022 00:00:00;2;Kärnten;120;170;15;104;51;5974145
01.02.2022 00:00:00;3;Niederösterreich;231;334;25;189;120;25908016
01.02.2022 00:00:00;4;Oberösterreich;203;333;17;161;155;20984306
01.02.2022 00:00:00;5;Salzburg;74;135;10;96;29;9532998
01.02.2022 00:00:00;6;Steiermark;183;341;19;193;129;17881334
01.02.2022 00:00:00;7;Tirol;124;186;19;126;41;8154216
01.02.2022 00:00:00;8;Vorarlberg;67;68;5;23;40;6289018
01.02.2022 00:00:00;9;Wien;429;489;66;244;179;43922057
01.02.2022 00:00:00;10;Österreich;1490;2114;184;1154;776;142789153
02.02.2022 00:00:00;1;Burgenland;52;58;6;22;30;4159355
02.02.2022 00:00:00;2;Kärnten;123;170;13;119;38;5988089
02.02.2022 00:00:00;3;Niederösterreich;226;334;26;193;115;26389128
02.02.2022 00:00:00;4;Oberösterreich;207;333;20;158;155;21062606
02.02.2022 00:00:00;5;Salzburg;78;135;10;86;39;9558737
02.02.2022 00:00:00;6;Steiermark;185;341;22;198;121;18006163
02.02.2022 00:00:00;7;Tirol;127;188;17;133;38;8188230
02.02.2022 00:00:00;8;Vorarlberg;61;68;6;22;40;6308390
02.02.2022 00:00:00;9;Wien;450;489;64;244;181;44352378
02.02.2022 00:00:00;10;Österreich;1509;2116;184;1175;757;144013076
03.02.2022 00:00:00;1;Burgenland;55;58;6;24;28;4182101
03.02.2022 00:00:00;2;Kärnten;125;170;12;111;47;6004429
03.02.2022 00:00:00;3;Niederösterreich;231;334;26;199;109;26951833
03.02.2022 00:00:00;4;Oberösterreich;214;333;23;161;149;21152784
03.02.2022 00:00:00;5;Salzburg;84;135;9;98;28;9579558
03.02.2022 00:00:00;6;Steiermark;199;341;23;196;122;18100807
03.02.2022 00:00:00;7;Tirol;132;189;19;136;34;8209465
03.02.2022 00:00:00;8;Vorarlberg;70;68;5;25;38;6324473
03.02.2022 00:00:00;9;Wien;471;489;67;244;178;44668822
03.02.2022 00:00:00;10;Österreich;1581;2117;190;1194;733;145174272
04.02.2022 00:00:00;1;Burgenland;56;58;6;23;29;4203064
04.02.2022 00:00:00;2;Kärnten;119;170;12;110;48;6015106
04.02.2022 00:00:00;3;Niederösterreich;245;334;27;200;107;27021095
04.02.2022 00:00:00;4;Oberösterreich;230;333;20;172;141;21216625
04.02.2022 00:00:00;5;Salzburg;79;135;8;106;21;9602058
04.02.2022 00:00:00;6;Steiermark;225;341;20;187;134;18144430
04.02.2022 00:00:00;7;Tirol;142;185;19;132;34;8254049
04.02.2022 00:00:00;8;Vorarlberg;69;68;7;23;38;6340925
04.02.2022 00:00:00;9;Wien;471;489;76;244;169;44973659
04.02.2022 00:00:00;10;Österreich;1636;2113;195;1197;721;145771011
05.02.2022 00:00:00;1;Burgenland;56;58;6;21;31;4226485
05.02.2022 00:00:00;2;Kärnten;106;167;12;117;38;6026479
05.02.2022 00:00:00;3;Niederösterreich;246;334;28;196;110;27083740
05.02.2022 00:00:00;4;Oberösterreich;249;333;21;169;143;21271164
05.02.2022 00:00:00;5;Salzburg;85;135;8;98;29;9622065
05.02.2022 00:00:00;6;Steiermark;213;341;19;195;127;18181604
05.02.2022 00:00:00;7;Tirol;152;186;19;128;39;8282027
05.02.2022 00:00:00;8;Vorarlberg;64;68;8;19;41;6356482
05.02.2022 00:00:00;9;Wien;487;489;76;244;169;45266877
05.02.2022 00:00:00;10;Österreich;1658;2111;197;1187;727;146316923
06.02.2022 00:00:00;1;Burgenland;54;58;8;15;35;4249354
06.02.2022 00:00:00;2;Kärnten;109;167;13;117;37;6031510
06.02.2022 00:00:00;3;Niederösterreich;245;334;29;186;119;27120223
06.02.2022 00:00:00;4;Oberösterreich;263;333;23;157;153;21320052
06.02.2022 00:00:00;5;Salzburg;73;135;6;91;38;9640905
06.02.2022 00:00:00;6;Steiermark;228;341;22;180;139;18247532
06.02.2022 00:00:00;7;Tirol;163;186;20;115;51;8308570
06.02.2022 00:00:00;8;Vorarlberg;71;68;8;16;44;6368730
06.02.2022 00:00:00;9;Wien;498;489;76;244;169;45522433
06.02.2022 00:00:00;10;Österreich;1704;2111;205;1121;785;146809309
07.02.2022 00:00:00;1;Burgenland;53;58;6;15;37;4263560
07.02.2022 00:00:00;2;Kärnten;116;170;12;115;43;6039963
07.02.2022 00:00:00;3;Niederösterreich;248;334;29;178;127;27284108
07.02.2022 00:00:00;4;Oberösterreich;272;333;26;155;152;21376778
07.02.2022 00:00:00;5;Salzburg;86;135;3;87;45;9656365
07.02.2022 00:00:00;6;Steiermark;248;341;25;172;144;18288792
07.02.2022 00:00:00;7;Tirol;179;187;18;122;47;8328886
07.02.2022 00:00:00;8;Vorarlberg;71;68;8;17;43;6381253
07.02.2022 00:00:00;9;Wien;512;489;69;244;176;45606732
07.02.2022 00:00:00;10;Österreich;1785;2115;196;1105;814;147226437
08.02.2022 00:00:00;1;Burgenland;51;58;6;22;30;4281132
08.02.2022 00:00:00;2;Kärnten;130;170;13;110;47;6053524
08.02.2022 00:00:00;3;Niederösterreich;261;334;29;196;109;27395519
08.02.2022 00:00:00;4;Oberösterreich;304;333;25;161;147;21440587
08.02.2022 00:00:00;5;Salzburg;88;135;7;93;35;9679861
08.02.2022 00:00:00;6;Steiermark;274;341;21;186;134;18339150
08.02.2022 00:00:00;7;Tirol;157;179;18;137;24;8361580
08.02.2022 00:00:00;8;Vorarlberg;70;68;5;27;36;6396114
08.02.2022 00:00:00;9;Wien;543;489;70;244;175;45904905
08.02.2022 00:00:00;10;Österreich;1878;2107;194;1176;737;147852372
09.02.2022 00:00:00;1;Burgenland;50;58;6;23;29;4296308
09.02.2022 00:00:00;2;Kärnten;123;170;12;108;50;6069048
09.02.2022 00:00:00;3;Niederösterreich;261;334;30;200;104;27636658
09.02.2022 00:00:00;4;Oberösterreich;292;333;19;166;148;21534732
09.02.2022 00:00:00;5;Salzburg;85;136;3;98;35;9705982
09.02.2022 00:00:00;6;Steiermark;281;341;24;183;134;18421111
09.02.2022 00:00:00;7;Tirol;181;189;17;134;38;8396341
09.02.2022 00:00:00;8;Vorarlberg;72;68;5;32;31;6412604
09.02.2022 00:00:00;9;Wien;553;489;71;244;174;46137789
09.02.2022 00:00:00;10;Österreich;1898;2118;187;1188;743;148610573
10.02.2022 00:00:00;1;Burgenland;56;58;6;23;29;4314837
10.02.2022 00:00:00;2;Kärnten;123;170;12;114;44;6081167
10.02.2022 00:00:00;3;Niederösterreich;240;334;33;203;98;27992914
10.02.2022 00:00:00;4;Oberösterreich;283;333;23;164;146;21584338
10.02.2022 00:00:00;5;Salzburg;90;135;3;111;21;9726344
10.02.2022 00:00:00;6;Steiermark;261;341;21;197;123;18473481
10.02.2022 00:00:00;7;Tirol;191;190;18;132;40;8423259
10.02.2022 00:00:00;8;Vorarlberg;74;68;3;26;39;6428631
10.02.2022 00:00:00;9;Wien;554;489;70;244;175;46414303
10.02.2022 00:00:00;10;Österreich;1872;2118;189;1214;715;149439274
11.02.2022 00:00:00;1;Burgenland;59;58;5;16;37;4332440
11.02.2022 00:00:00;2;Kärnten;115;170;14;104;52;6088079
11.02.2022 00:00:00;3;Niederösterreich;257;334;30;199;105;28028714
11.02.2022 00:00:00;4;Oberösterreich;294;333;25;157;151;21641085
11.02.2022 00:00:00;5;Salzburg;89;136;4;104;28;9746241
11.02.2022 00:00:00;6;Steiermark;260;341;18;208;115;18523089
11.02.2022 00:00:00;7;Tirol;182;188;19;125;44;8447457
11.02.2022 00:00:00;8;Vorarlberg;68;68;4;27;37;6443443
11.02.2022 00:00:00;9;Wien;548;489;67;244;178;46618103
11.02.2022 00:00:00;10;Österreich;1872;2117;186;1184;747;149868651
12.02.2022 00:00:00;1;Burgenland;65;58;5;20;33;4360787
12.02.2022 00:00:00;2;Kärnten;99;167;14;116;37;6105871
12.02.2022 00:00:00;3;Niederösterreich;257;334;31;199;104;28334496
12.02.2022 00:00:00;4;Oberösterreich;277;333;23;158;152;21682930
12.02.2022 00:00:00;5;Salzburg;91;136;4;103;29;9762908
12.02.2022 00:00:00;6;Steiermark;256;341;23;187;131;18568099
12.02.2022 00:00:00;7;Tirol;190;187;19;119;49;8471990
12.02.2022 00:00:00;8;Vorarlberg;62;68;4;19;45;6456546
12.02.2022 00:00:00;9;Wien;557;489;67;244;178;46806825
12.02.2022 00:00:00;10;Österreich;1854;2113;190;1165;758;150550452
13.02.2022 00:00:00;1;Burgenland;67;58;6;19;33;4371256
13.02.2022 00:00:00;2;Kärnten;114;167;12;107;48;6111340
13.02.2022 00:00:00;3;Niederösterreich;274;334;28;191;115;28372956
13.02.2022 00:00:00;4;Oberösterreich;296;333;26;149;158;21742383
13.02.2022 00:00:00;5;Salzburg;88;135;4;90;41;9780502
13.02.2022 00:00:00;6;Steiermark;268;341;20;180;141;18606504
13.02.2022 00:00:00;7;Tirol;205;187;20;124;43;8493817
13.02.2022 00:00:00;8;Vorarlberg;59;68;3;20;45;6467281
13.02.2022 00:00:00;9;Wien;531;489;80;244;165;46973605
13.02.2022 00:00:00;10;Österreich;1902;2112;199;1124;789;150919644
14.02.2022 00:00:00;1;Burgenland;70;58;6;20;32;4383728
14.02.2022 00:00:00;2;Kärnten;126;167;14;113;40;6117399
14.02.2022 00:00:00;3;Niederösterreich;274;334;25;195;114;28415840
14.02.2022 00:00:00;4;Oberösterreich;307;333;27;150;156;21792488
14.02.2022 00:00:00;5;Salzburg;95;135;4;83;48;9792631
14.02.2022 00:00:00;6;Steiermark;291;341;21;179;141;18643448
14.02.2022 00:00:00;7;Tirol;219;189;21;117;51;8510625
14.02.2022 00:00:00;8;Vorarlberg;70;68;4;20;44;6478553
14.02.2022 00:00:00;9;Wien;532;489;77;244;168;47036495
14.02.2022 00:00:00;10;Österreich;1984;2114;199;1121;794;151171207
15.02.2022 00:00:00;1;Burgenland;63;58;4;20;34;4392458
15.02.2022 00:00:00;2;Kärnten;127;167;12;114;41;6126968
15.02.2022 00:00:00;3;Niederösterreich;293;334;22;207;105;28509940
15.02.2022 00:00:00;4;Oberösterreich;313;333;27;161;145;21884307
15.02.2022 00:00:00;5;Salzburg;91;135;5;95;35;9816053
15.02.2022 00:00:00;6;Steiermark;286;341;26;192;123;18683620
15.02.2022 00:00:00;7;Tirol;221;189;24;120;45;8538525
15.02.2022 00:00:00;8;Vorarlberg;66;68;5;17;46;6490949
15.02.2022 00:00:00;9;Wien;562;489;80;244;165;47438236
15.02.2022 00:00:00;10;Österreich;2022;2114;205;1170;739;151881056
16.02.2022 00:00:00;1;Burgenland;60;58;4;18;36;4411788
16.02.2022 00:00:00;2;Kärnten;133;167;14;120;33;6140791
